subject,question,error_type
college_physics,"An observer O at rest midway between two sources of light at x = 0 and x = 10 m observes the two sources to flash simultaneously. According to a second observer O', moving at a constant speed parallel to the x-axis, one source of light flashes 13 ns before the other. Which of the following gives the speed of O' relative to O?",ok
college_physics,The primary source of the Sun’s energy is a series of thermonuclear reactions in which the energy produced is c^2 times the mass difference between,ok
college_physics,"Consider an electron in the n = 4, l = 1 state in hydrogen. Which of the following final states can NOT be reached by an allowed transition?",ok
college_physics,"A particle is constrained to move in a circle with a 10-meter radius. At one instant, the particle’s speed is 10 meters per second and is increasing at a rate of 10 meters per second squared. The angle between the particle’s velocity and acceleration vectors is",ok
college_physics,The eigenvalues of a Hermitian operator are always,ok
college_physics,"Consider three identical, ideal capacitors. The first capacitor is charged to a voltage and then disconnected from the battery. The other two capacitors, initially uncharged and connected in series, are then connected across the first capacitor. What is the final voltage on the first capacitor?",ok
college_physics,"In a nonrelativistic, one-dimensional collision, a particle of mass 2m collides with a particle of mass m at rest. If the particles stick together after the collision, what fraction of the initial kinetic energy is lost in the collision?",ok
college_physics,"A nonrelativistic particle with a charge twice that of an electron moves through a uniform magnetic field. The field has a strength of π/4 tesla and is perpendicular to the velocity of the particle. What is the particle’s mass if it has a cyclotron frequency of 1,600 hertz?",ok
college_physics,"The energy required to remove both electrons from the helium atom in its ground state is 79.0 eV. How much energy is required to ionize helium (i.e., to remove one electron)?",ok
college_physics,A satellite of mass m orbits a planet of mass M in a circular orbit of radius R. The time required for one revolution is,ok
college_physics,"At 20°C, a pipe open at both ends resonates at a frequency of 440 hertz. At what frequency does the same pipe resonate on a particularly cold day when the speed of sound is 3 percent lower than it would be at 20°C ?",ok
college_physics,"A 10 kg box slides horizontally without friction at a speed of 1 m/s. At one point, a constant force is applied to the box in the direction of its motion. The box travels 5 m with the constant force applied. The force is then removed, leaving the box with a speed of 2 m/s. Which of the following gives the magnitude of the applied force?",ok
college_physics,"Under ideal conditions, the electric and magnetic fields inside a superconductor are zero. Maxwell’s equations imply that which of the following must be true just outside the surface of the superconductor?",ok
college_physics,"Positronium is an atom formed by an electron and a positron (antielectron). It is similar to the hydrogen atom, with the positron replacing the proton. If a positronium atom makes a transition from the state with n=3 to a state with n=1, the energy of the photon emitted in this transition is closest to",ok
college_physics,Unpolarized light is incident on a pair of ideal linear polarizers whose transmission axes make an angle of 45q with each other. The transmitted light intensity through both polarizers is what percentage of the incident intensity?,ok
college_physics,"Protons used in cancer therapy are typically accelerated to about 0.6c. How much work must be done on a particle of mass m in order for it to reach this speed, assuming it starts at rest?",ok
college_physics,A three-dimensional harmonic oscillator is in thermal equilibrium with a temperature reservoir at temperature T. The average total energy of the oscillator is,ok
college_physics,Light of variable frequency shines on the metal surface of a photoelectric tube. Einstein’s theory of the photoelectric effect predicts that the,ok
college_physics,"Two spaceships approach Earth with equal speeds, as measured by an observer on Earth, but from opposite directions. A meterstick on one spaceship is measured to be 60 cm long by an occupant of the other spaceship. What is the speed of each spaceship, as measured by the observer on Earth?",ok
college_physics,The rest mass of a particle with total energy 5.0 GeV and momentum 4.9 GeV/c is approximately,ok
college_physics,The mean kinetic energy of the conduction electrons in metals is ordinarily much higher than kT because,ok
college_physics,"A particle decays in 2.0 ms in its rest frame. If the same particle moves at v=0.60c in the lab frame, how far will it travel in the lab before decaying?",ok
computer_security,Which of the following is an authentication method?,ok
computer_security,Message authentication is a service beyond,ok
computer_security,"A sender must not be able to deny sending a message that was sent, is known as",ok
computer_security,"When the data must arrive at the receiver exactly as they were sent, its called",ok
computer_security,"The AH Protocol provides source authentication and data integrity, but not",ok
computer_security,"___________________ is alike as that of Access Point (AP) from 802.11, & the mobile operators uses it for offering signal coverage.",ok
computer_security,___________________ began to show up few years back on wireless access points as a new way of adding or connecting new devices.,ok
computer_security,Which of the following is not an example of presentation layer issues?,ok
computer_security,Failed sessions allow brute-force attacks on access credentials. This type of attacks are done in which layer of the OSI model?,ok
computer_security,"Let F: K \times R \to MF:K×R→M be a secure PRF. For m \in Mm∈M define E(k,m) = \big[ r \gets R,\ \text{output } \big(r,\ F(k,r) \oplus m\big)\ \big]E(k,m)=[r←R, output (r, F(k,r)⊕m) ] Is EE symantically secure under CPA?",ok
computer_security,You are given a message (m) and its OTP encryption (c). Can you compute the OTP key from m and c ?,wrong_groundtruth
computer_security,"Let I = (S,V)I=(S,V) be a MAC. Suppose S(k,m)S(k,m) is always 5 bits long. Can this MAC be secure?",ok
computer_security,"Suppose Unix did not provide a way of passing file descriptors between processes, but still allowed inheriting file descriptors from a parent on fork and exec. What aspects of the OKWS design would break without file descriptor passing?
1. It would be impossible for services to get a TCP connection to the client web browser.
2. It would be impossible for okd to run as a non-root user.",ok
computer_security,"Suppose Unix did not provide a way of passing file descriptors between processes, but still allowed inheriting file descriptors from a parent on fork and exec. What aspects of the OKWS design would break without file descriptor passing?
1. It would be impossible for services to send messages to oklogd.
2. It would be impossible for services to get a TCP connection to a database proxy.",ok
computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replacing bytes sent by a client with bytes of the attacker’s own choosing.
2. An attacker reading the plaintext bytes sent by a client.",ok
computer_security,"The openSSL implementation described in “Remote Timing Attacks are Practical” (by Brumley and Boneh) uses the following performance optimizations: Chinese Remainder (CR), Montgomery Representation (MR), Karatsuba Multiplication (KM), and Repeated squaring and Sliding windows (RS). Which of the following options would close the timing channel attack described in the paper if you turned the listed optimizations off?
1. RS and KM
2. RS and MR",ok
computer_security,"Assume that a TLS connection has been established successfully between a client and a server. Establishing the session included checking the server certificate and executing a DiffieHelmann exchange, but the client did not provide a client certificate. Further, assume that the client and server are honest, that the client and server don’t leak their keys, and that the cryptography is good. Which of the following attacks does TLS protect against?
1. An attacker replaying bytes that a client sent earlier.
2. An attacker impersonating the server.",ok
computer_security,"The openSSL implementation described in “Remote Timing Attacks are Practical” (by Brumley and Boneh) uses the following performance optimizations: Chinese Remainder (CR), Montgomery Representation (MR), Karatsuba Multiplication (KM), and Repeated squaring and Sliding windows (RS). Which of the following options would close the timing channel attack described in the paper if you turned the listed optimizations off?
1. CR and MR
2. CR",ok
computer_security,"Suppose that Alice and Bob sent confidential text messages to one another last month through an encrypted messaging system. Alice and Bob are worried that an adversary might compromise one of their computers today, while they are taking the 6.858 final exam, and would then be able to decrypt those messages. Which of the following security properties can address Alice and Bob’s concern?",ok
computer_security,"In Brumley and Boneh’s paper on side-channel attacks, why does blinding prevent the timing attack from working?",ok
computer_security,What does EXE do when the STP solver times out on a constraint query for a particular path?,ok
computer_security,MIT’s Kerberos KDC server has a maximum ticket lifetime of 24 hours (for most user principals). What ensures that an expired Kerberos ticket can no longer be used?,ok
computer_security,Statement 1| A U2F USB dongle prevents malware on the user’s computer from stealing the user’s second factor to authenticate as that user even when the user’s computer is turned off. Statement 2| A server using U2F can reliably determine that the user who is attempting to login is indeed behind the computer that sent the login request.,ok
computer_security,"Based on the paper “Click Trajectories: End-to-End Analysis of the Spam Value Chain”, which of the following statements are true? “Spammers” here refer to operators of various parts of the “spam value chain.”",ok
computer_security,"Based on the paper “SoK: SSL and HTTPS: Revisiting past challenges and evaluating certificates trust model enhancements”, which of the following statements are false?",ok
computer_security,"Consider the paper Native Client: A Sandbox for Portable, Untrusted x86 Native Code by Yee et al. Ben Bitdiddle notes that NaCl uses Intel x86 segmentation to ensure that the sandboxed module does not read or write memory outside its own data area, and does not execute instructions outside its own code. Ben thinks that with these restrictions alone, executing the sandboxed module must be safe; that is, he thinks validation is not needed. Ben is wrong. Circle the types of x86 machine instructions that the validator always forbids in sandboxed code. Please ignore trampoline and springboard code.",ok
computer_security,What is Nmap?,ok
computer_security,What is a web proxy?,ok
computer_security,Man in the middle attack can endanger the security of Diffie Hellman method if two parties are not,ok
computer_security,Which of the following are benefits of penetration testing?,ok
computer_security,Which of the following is not a transport layer vulnerability?,ok
computer_security,Public key encryption is advantageous over Symmetric key Cryptography because of,ok
computer_security,A digital signature needs a,ok
computer_security,Which of the following does authorization aim to accomplish?,ok
computer_security,Which of the following are most vulnerable to injection attacks?,ok
computer_security,Which of the following is not a block cipher operating mode?,ok
computer_security,The four Primary Security Principles related to messages are,ok
computer_security,Which of the following is not a security exploit?,ok
computer_security,Can a stream cipher have perfect secrecy?,ok
computer_security,What are the port states determined by Nmap?,ok
computer_security,"Why apps developed in languages like C, C++ is prone to Buffer-overflow?",ok
computer_security,The stack is memory for storing,ok
computer_security,"When does a buffer overflow occur, generally speaking?",ok
computer_security,How does a buffer overflow on the stack facilitate running attacker-injected code?,ok
computer_security,Why is it that the compiler does not know the absolute address of a local variable?,ok
computer_security,What was the first buffer overflow attack?,ok
computer_security,Three of the following are classic security properties; which one is not?,wrong_groundtruth
computer_security,An integer overflow occurs when,wrong_groundtruth
computer_security,Which of the following is true of mutation-based fuzzing?,ok
computer_security,"What does it mean to ""be stealthy"" during a penetration test?",ok
computer_security,Which of the following styles of fuzzer is more likely to explore paths covering every line of code in the following program?,ok
computer_security,Suppose you want to use fuzzing on a program to try to find memory errors; which of the following statements is true?,ok
computer_security,1. _________ framework made cracking of vulnerabilities easy like point and click.,ok
computer_security,What is a nop sled,ok
computer_security,The __________ was a huge marketplace of Dark Web specifically famous for selling of illegal drugs & narcotics as well as you can find a wide range of other goods for sale.,ok
computer_security,A session symmetric key between two parties is used,ok
computer_security,Why would a ping sweep be used?,ok
computer_security,The Message condentiality or privacy means that the sender and the receiver expect,ok
computer_security,What are the types of scanning?,ok
computer_security,Which Nmap scan is does not completely open a TCP connection?,ok
computer_security,How do you prevent SQL injection?,ok
computer_security,A proxy rewall lters at the,ok
computer_security,What tool can be used to perform SNMP enumeration?,ok
computer_security,"Encryption and decryption provide secrecy, or condentiality, but not",ok
computer_security,Which form of encryption does WPA use?,ok
computer_security,Encapsulating Security Payload (ESP) belongs to which Internet Security Protocol?,ok
computer_security,What is a replay attack?,ok
computer_security,"Let HH be a Merkle-Damgard hash function is H:X^{\leq L} \to TH:X^≤L  →T. Construct a MAC from this HH as follows: \ \ S(k,m) = H(k \| m)  S(k,m)=H(k∥m). This mac is insecure because:",ok
computer_security,To verify a digital signature we need the,ok
computer_security,What is the difference between a direct leak and a side channel?,ok
computer_security,A ___________ is a method in which a computer security mechanism is bypassed untraceable for accessing the computer or its information.,ok
computer_security,Which of the following is a remote Trojan?,ok
computer_security,A/an ___________ is a program that steals your logins & passwords for instant messaging applications.,ok
computer_security,A __________ is a sequential segment of the memory location that is allocated for containing some data such as a character string or an array of integers.,ok
computer_security,Applications developed by programming languages like ____ and ______ have this common buffer-overflow error.,ok
computer_security,______________ is a widespread app’s coding mistake made by developers which could be exploited by an attacker for gaining access or malfunctioning your system.,ok
computer_security,Old operating systems like _______ and NT-based systems have buffer-overflow attack a common vulnerability.,ok
computer_security,Buffer-overflow may remain as a bug in apps if __________ are not done fully.,ok
computer_security,"Let suppose a search box of an application can take at most 200 words, and you’ve inserted more than that and pressed the search button; the system crashes. Usually this is because of limited __________",ok
computer_security,The ______________ is categorized as an unknown segment of the Deep Web which has been purposely kept hidden & is inaccessible using standard web browsers.,ok
computer_security,____________ is also a part of darknet that is employed for transferring files anonymously.,ok
computer_security,_______________ is a popular tool used for network analysis in multiprotocol diverse network.,ok
computer_security,Which of the following deals with network intrusion detection and real-time traffic analysis?,ok
computer_security,_______________ is the central node of 802.11 wireless operations.,ok
computer_security,"When a wireless user authenticates to any AP, both of them go in the course of four-step authentication progression which is called _____________",ok
computer_security,____________________ is the anticipation of unauthorized access or break to computers or data by means of wireless networks.,ok
computer_security,Which among the following is the least strong security encryption standard?,ok
computer_security,Which among them has the strongest wireless security?,ok
computer_security,Which of the following is a Wireless traffic Sniffing tool?,ok
computer_security,"In a _____________ attack, the extra data that holds some specific instructions in the memory for actions is projected by a cyber-criminal or penetration tester to crack the system.",ok
computer_security,"The ______________ can cost you money, by sending text messages from your mobile phone numbers.",ok
computer_security,"A _________________ may be a hidden part of a program, a separate infected program a Trojan in disguise of an executable or code in the firmware of any system’s hardware.",ok
computer_security,A special tool is necessary for entering the network which is _______________ that helps the anonymous internet users to access into the Tor’s network and use various Tor services.,ok
computer_security,A packet filter firewall filters at the,ok
computer_security,The sub key length at each round of DES is__________,ok
computer_security,How is IP address spoofing detected?,ok
computer_security,In MD-5 the length of the message digest is,ok
computer_security,The digest created by a hash function is normally called a,ok
computer_security,"In Message Condentiality, the transmitted message must make sense to only intended",ok
computer_security,The message must be encrypted at the sender site and decrypted at the,ok
conceptual_physics,Sound travels in air by a series of,ok
conceptual_physics,Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,ok
conceptual_physics,"When the shadow of the Moon falls on Earth, we have a",ok
conceptual_physics,Find the speed of a wave by multiplying its frequency by its,ok
conceptual_physics,In a mixture of hydrogen oxygen and nitrogen gases at a given temperature the molecules having the greatest average speed are those of,ok
conceptual_physics,The speed of sound is slightly greater on a,ok
conceptual_physics,"Heat engines, such as a jet engine, are more efficient when run at",ok
conceptual_physics,The distance of your image behind a plane mirror is equal to,ok
conceptual_physics,To say that a rose petal is red is to say that it,ok
conceptual_physics,"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",ok
conceptual_physics,"When an element ejects a beta particle, the atomic number of that element",ok
conceptual_physics,The fact that the Moon always shows its same face to Earth is evidence that the Moon rotates about its axis about once per,ok
conceptual_physics,When the color yellow is seen on your TV screen the phosphors being activated on the screen are,ok
conceptual_physics,To receive an electric shock there must be a,ok
conceptual_physics,A diffraction grating relies on light,ok
conceptual_physics,"In the atomic nucleus, electrical forces tend to",wrong_groundtruth
conceptual_physics,When an increase in speed doubles the kinetic energy of a moving body its momentum,expert
conceptual_physics,When you look at the red petals of a rose the color light you're seeing is,ok
conceptual_physics,"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",ok
conceptual_physics,Electricity and magnetism connect to form,ok
conceptual_physics,A step-up transformer in an electric circuit can step up,ok
conceptual_physics,"During the time an aircraft produces a sonic boom, the aircraft is",ok
conceptual_physics,The magnitude of the gravitational force on a satellite is constant if the orbit is,ok
conceptual_physics,Big brother and little sister can balance on a seesaw because of balanced,ok
conceptual_physics,The Doppler effect occurs when a source of sound moves,ok
conceptual_physics,Thermal conduction involves mainly,ok
conceptual_physics,An airplane with its nose pointing north with an airspeed of 40 km/h in a 30-km/h crosswind (at right angles) has a groundspeed of,ok
conceptual_physics,The mass of an atom comes mostly from its _ ; and its volume from its _.,ok
conceptual_physics,If the Sun collapsed to become a black hole Planet Earth would,ok
conceptual_physics,"In both fission and fusion, energy is released while mass",ok
conceptual_physics,The vibrations in a longitudinal wave move in a direction,ok
conceptual_physics,Most of the radiation in Earth’s biosphere is,ok
conceptual_physics,"When an element ejects an alpha particle, the atomic number of the resulting element",ok
conceptual_physics,When a ball at rest hangs by a single vertical string tension in the string is mg. If the ball is made to move in amhorizontal circle so that the string describes a cone string tension,ok
conceptual_physics,When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,ok
conceptual_physics,Noise-canceling devices make use of sound,ok
conceptual_physics,A capacitor can store,wrong_groundtruth
conceptual_physics,"The difference between dc and ac in electric circuits is that in dc, charges flow",multiple_correct_answers
conceptual_physics,"When relatively slow-moving molecules condense from the air, the temperature of the remaining air tends to",ok
conceptual_physics,"When an element ejects an alpha particle, the mass number of the resulting element",ok
conceptual_physics,As more lamps are connected in a series circuit the current in the power source,ok
conceptual_physics,"If the volume of an object were to double, with no change in mass, its density would",ok
conceptual_physics,Boiling and freezing occur when water is subjected to,ok
conceptual_physics,Sound travels in,ok
conceptual_physics,"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",ok
conceptual_physics,The electric field inside the dome of a Van de Graaff generator is zero when the dome is,ok
conceptual_physics,"Two vectors, one 3 N and the other 4 N, can have a resultant of",ok
conceptual_physics,Heat comes from the Sun to Earth by the process of,ok
conceptual_physics,The phenomenon of interference occurs for,ok
conceptual_physics,The neutrons in an atom are normally found,ok
conceptual_physics,"According to Coulomb, a pair of charged particles placed twice as close to each other experience a force",ok
conceptual_physics,Which of these does NOT belong in the family of electromagnetic waves?,ok
conceptual_physics,Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,ok
conceptual_physics,A 10-Ω resistor carries 10 A. The voltage across the resistor is,ok
conceptual_physics,The color of light most intense in the solar radiation curve is,ok
conceptual_physics,Which of these changes when light refracts in passing from one medium to another?,ok
conceptual_physics,The electric field between a pair of oppositely charged parallel plates,ok
conceptual_physics,The amount of air drag on an 0.8-N flying squirrel dropping vertically at terminal velocity is,ok
conceptual_physics,The rotational inertia of an object is greater when most of the mass is located,ok
conceptual_physics,A voltage will be induced in a wire loop when the magnetic field within that loop,ok
conceptual_physics,The magnetic field lines about a current-carrying wire form,ok
conceptual_physics,Chain reactions in a fission reactor are caused by,ok
conceptual_physics,Polarization is a property of,ok
conceptual_physics,"When you scale up an object to 3 times its linear size, the surface area increases by",ok
conceptual_physics,"When a nucleus of uranium-238 emits an alpha particle, left behind is",ok
conceptual_physics,The phenomenon of beats is the result of sound,ok
conceptual_physics,"Compared with radiation from the Sun, terrestrial radiation has a lower",ok
conceptual_physics,A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,ok
conceptual_physics,A 1134-Hz tuning fork is sounded at the same time a piano note is struck. You hear three beats per second. The frequency of the piano string is,ok
conceptual_physics,The red glow in the neon tube of an advertising sign is a result of,expert
conceptual_physics,"According to Hooke’s law, if you hang by a tree branch and note how much it bends, then hanging with twice the weight produces",ok
conceptual_physics,The model of light most supported by the photoelectric effect is the,ok
conceptual_physics,When an increase in speed doubles the momentum of a moving body its kinetic energy,ok
conceptual_physics,"When light undergoes interference, it can sometimes",wrong_groundtruth
conceptual_physics,The team that wins in a tug-of-war is the team that,ok
conceptual_physics,"In a vacuum, an object has no",ok
conceptual_physics,A torque is a force,ok
conceptual_physics,An electron can be speeded up by,ok
conceptual_physics,"Hot sand cools off faster at night than does vegetation. Compared with vegetation, sand’s specific heat capacity is",ok
conceptual_physics,A galvanometer can be calibrated to read electric,ok
conceptual_physics,"According to four-dimensional geometry, the angles of a triangle add to 180°",ok
conceptual_physics,The pitch of a sound is mostly related to its,ok
conceptual_physics,A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,ok
conceptual_physics,Compared with the current in an LED lamp the current in the connecting wire is,ok
conceptual_physics,The component of velocity that can remain constant for a tossed baseball is,ok
conceptual_physics,Any atom that emits an alpha particle or beta particle,ok
conceptual_physics,The phenomenon of beats results from sound,wrong_groundtruth
conceptual_physics,The blueness of the daytime sky is due mostly to light,ok
conceptual_physics,General relativity predicts that,ok
conceptual_physics,"When a model car speeds up to three times its original speed, its kinetic energy is",ok
conceptual_physics,The second law of thermodynamics tells us that heat doesn’t flow from,ok
conceptual_physics,"When you buy a pipe in a hardware store, the water isn’t included. When you buy copper wire, electrons",ok
conceptual_physics,"As entropy in a system increases, energy in the system",ok
conceptual_physics,Light reflecting from a smooth surface undergoes a change in,ok
conceptual_physics,Spectral lines of the elements are,expert
conceptual_physics,"Lift a 100-N crate with an ideal pulley system by pulling a rope downward with 25 N of force. For every 1-m length of rope pulled down, the crate rises",ok
conceptual_physics,"According to general relativity,",ok
conceptual_physics,"When food is exposed to gamma radiation, the food",ok
conceptual_physics,"If the Sun were twice as massive, its pull on Mars would be",ok
conceptual_physics,The potential energy of a compressed spring and the potential energy of a charged object both depend on,ok
econometrics,"Consider the following AR(2) process:

yt = 1.5 yt-1 - 0.5 yt-2 + ut

This is a",ok
econometrics,The fixed effects panel model is also sometimes known as,ok
econometrics,"Suppose that we are interested in testing the null hypothesis that a GARCH(2,2) model can be restricted to a process with a constant conditional variance using the likelihood ratio test approach. Which of the following statements are true?",ok
econometrics,Which of the following statements is INCORRECT concerning the classical hypothesis testing framework?,ok
econometrics,"Suppose that the value of $R^2$ for an estimated regression model is exactly zero. Which of the following are true?

i) All coefficient estimates on the slopes will be zero

ii) The fitted line will be horizontal with respect to all of the explanatory variables

iii) The regression line has not explained any of the variability of y about its mean value

iv) The intercept coefficient estimate must be zero.",ok
econometrics,"Suppose that 100 separate firms were tested to determine how many of them ""beat the market"" using a Jensen-type regression, and it is found that 3 fund managers significantly do so. Does this suggest prima facie evidence for stock market inefficiency?",ok
econometrics,"Which of the following conditions are necessary for a series to be classifiable as a weakly stationary process?

(i) It must have a constant mean

(ii) It must have a constant variance

(iii) It must have constant autocovariances for given lags

(iv) It must have a constant probability distribution",ok
econometrics,"If an estimator is said to have minimum variance, which of the following statements is NOT implied?",ok
econometrics,"Which of the following may be consequences of one or more of the CLRM assumptions being violated?

i) The coefficient estimates are not optimal


ii) The standard error estimates are not optimal


iii) The distributions assumed for the test statistics are inappropriate


iv) Conclusions regarding the strength of relationships between the dependent

and independent variables may be invalid.",ok
econometrics,"If a Johansen ""trace"" test for a null hypothesis of 2 cointegrating vectors is applied to a system containing 4 variables is conducted, which eigenvalues would be used in the test?",ok
econometrics,Which one of the following criticisms of the Dickey-Fuller/Engle-Granger approach to dealing with cointegrated variables is overcome by the Engle-Yoo (EY) procedure?,ok
econometrics,"Which of the following statements are true concerning maximum likelihood (ML) estimation in the context of GARCH models?

i) Maximum likelihood estimation selects the parameter values that maximise the

probability that we would have actually observed the values of the series y that we

actually did.


ii) GARCH models can only be estimated by ML and not by OLS


iii) For estimation of a standard linear model (with no GARCH), the OLS and ML

estimates for the slope and intercept parameters will be identical but the estimator

for the variance of the disturbances is slightly different


iv) Most computer packages use numerical procedures to estimate GARCH models

rather than a set of analytical formulae",ok
econometrics,Which of the following statements is true concerning forecasting in econometrics?,ok
econometrics,Consider a series that follows an MA(1) with zero mean and a moving average coefficient of 0.4. What is the value of the autocovariance at lag 1?,ok
econometrics,"The purpose of ""augmenting"" the Dickey-Fuller test regression is to",ok
econometrics,"If there were a leverage effect in practice, what would be the shape of the news impact curve for as model that accounted for that leverage?",ok
econometrics,"Which of the following features of financial asset return time-series could be captured using a standard GARCH(1,1) model?

i) Fat tails in the return distribution


ii) Leverage effects


iii) Volatility clustering


iv) Volatility affecting returns",ok
econometrics,"Under which of the following situations would bootstrapping be preferred to pure simulation?

i) If it is desired that the distributional properties of the data in the experiment

are the same as those of some actual data


ii) If it is desired that the distributional properties of the data in the experiment

are known exactly


iii) If the distributional properties of the actual data are unknown


iv) If the sample of actual data available is very small",ok
econometrics,Which of the following statements is false concerning the linear probability model?,ok
econometrics,"Which of the following estimation techniques are available for the estimation of over-identified systems of simultaneous equations?

i) OLS

ii) ILS

iii) 2SLS

iv) IV",ok
econometrics,"Which of the following statements are true concerning the Box-Jenkins approach to diagnostic testing for ARMA models?

(i) The tests will show whether the identified model is either too large or too small

(ii) The tests involve checking the model residuals for autocorrelation, heteroscedasticity, and non-normality

(iii) If the model suggested at the identification stage is appropriate, the acf and pacf for the residuals should show no additional structure

(iv) If the model suggested at the identification stage is appropriate, the coefficients on the additional variables under the overfitting approach will be statistically insignificant",ok
econometrics,A Hausman test would be used for,ok
econometrics,"An ARMA(p,q) (p, q are integers bigger than zero) model will have",ok
econometrics,"Under the matrix notation for the classical linear regression model, $y = X \beta + u$, what are the dimensions of $u$?",ok
econometrics,"If OLS is applied separately to each equation that is part of a simultaneous system, the resulting estimates will be",ok
econometrics,"How many parameters will be required to be estimated in total for all equations of a standard form, unrestricted, tri-variate VAR(4), ignoring the intercepts?",ok
econometrics,"Which of the following are alternative names for the independent variable (usually denoted by x) in linear regression analysis?

(i) The regressor

(ii) The regressand

(iii) The causal variable

(iv) The effect variable",ok
econometrics,"Which of the following could result in autocorrelated residuals?

i) Slowness of response of the dependent variable to changes in the values of the independent variables

ii) Over-reactions of the dependent variable to changes in the independent variables

iii) Omission of relevant explanatory variables that are autocorrelated

iv) Outliers in the data",ok
econometrics,"Which of the following are characteristics of a stationary process?

i) It crosses its mean value frequently


ii) It has constant mean and variance


iii) It contains no trend component


iv) It will be stationary in first difference form",ok
econometrics,Which of the following statements is TRUE concerning the standard regression model?,ok
econometrics,"If a Durbin Watson statistic takes a value close to zero, what will be the value of the first order autocorrelation coefficient?",ok
econometrics,"Consider the following sample autocorrelation estimates obtained using 250 data points:

1) Lag 1 2 3

2) Coefficient 0.2 -0.15 -0.1

3) Assuming that the coefficients are approximately normally distributed, which of the coefficients are statistically significant at the 5% level?",ok
econometrics,Which one of the following is examined by looking at a goodness of fit statistic?,ok
econometrics,"Note that statistical tables are not necessary to answer this question. For a sample of 1000 observations, the Dickey-Fuller test statistic values are",ok
econometrics,Which of the following is a disadvantage of the random effects approach to estimating a panel model?,ok
econometrics,Which one of the following statements is true concerning VARs?,ok
econometrics,"Suppose that the following regression is estimated using 27 quarterly observations:

$y_t = \beta_1 + \beta_2 x_2 + \beta_3 x_{3t} + u_t$

What is the appropriate critical value for a 2-sided 5% size of test of $H_0: \beta_3 = 1$?",ok
econometrics,"Which of the following are advantages of the VAR approach to modelling the relationship between variables relative to the estimation of full structural models?

i) VARs receive strong motivation from financial and economic theory


ii) VARs in their reduced forms can be used easily to produce time-series forecasts


iii) VAR models are typically highly parsimonious


iv) OLS can be applied separately to each equation in a reduced form VAR",ok
econometrics,A dependent variable whose values are not observable outside a certain range but where the corresponding values of the independent variables are still available would be most accurately described as what kind of variable?,ok
econometrics,Which one of the following statements best describes a Type II error?,ok
econometrics,"Consider the following equation and determine the class of model that it best represents

$y_{it} = \alpha + \beta_{it} + \mu_i + \nu_{it}$",ok
econometrics,"Which of the following statements are true concerning a triangular or recursive system?

i) The parameters can be validly estimated using separate applications of OLS to

each equation


ii) The independent variables may be correlated with the error terms in other

equations


iii) An application of 2SLS would lead to unbiased but inefficient parameter estimates


iv) The independent variables may be correlated with the error terms in the equations

in which they appear as independent variables",ok
econometrics,Which one of the following statements best describes the algebraic representation of the fitted regression line?,ok
econometrics,"What is the meaning of the term ""heteroscedasticity""?",ok
econometrics,"If the standard tools for time-series analysis, such as estimation of the acf, pacf and spectral analysis, find no evidence of structure in the data, this implies that the data are which of the following?",ok
econometrics,Which one of the following would be a plausible response to a finding of residual non-normality?,ok
econometrics,Which of the following statements is TRUE concerning OLS estimation?,ok
econometrics,Which of the following is NOT a feature of continuously compounded returns (i.e. log-returns)?,ok
econometrics,"Which of the following are plausible approaches to dealing with residual autocorrelation?

i) Take logarithms of each of the variables

ii) Add lagged values of the variables to the regression equation

iii) Use dummy variables to remove outlying observations

iv) Try a model in first differenced form rather than in levels.",ok
econometrics,"Which of the following is an equivalent expression for saying that the explanatory variable is ""non-stochastic""?",ok
econometrics,Which of the following statements concerning the regression population and sample is FALSE?,ok
econometrics,"If a series, y, follows a random walk with drift b, what is the optimal one-step ahead forecast of the change in y?",ok
econometrics,Suppose that the Durbin Watson test is applied to a regression containing two explanatory variables plus a constant with 50 data points. The test statistic takes a value of 1.53. What is the appropriate conclusion?,ok
econometrics,For an autoregressive process to be considered stationary,ok
econometrics,"Which of the following assumptions are required to show the consistency, unbiasedness and efficiency of the OLS estimator?

i) $E(u_t) = 0$


ii) $\text{Var}(u_t) = \sigma^2$


iii) $\text{Cov}(u_t, u_{t-j}) = 0 \forall j$


iv) $u_t \sim N(0, \sigma^2)$",ok
econometrics,Which one of the following would be the most appropriate as a 95% (two-sided) confidence interval for the intercept term of the model given in question 21?,bad_question_clarity
