item_id,clean_text,domain_group,WSCG_Nodes,WSCG_Depth,Syntactic_MDD,Syntactic_Depth,Knowledge_NER_Density,Knowledge_Zipf_Rarity,Semantic_Concreteness,adversarial_raw_count,word_count,Adversarial_Score
345,Playing harmonica: Man is standing talking to the camera showing a big metal piece. Te man in the room is playing the harmonica. The man,activitynet,11,1.0,2.72,5,0.0,3.0606,3.2891,0,28,-0.24361580207162348
346,Having an ice cream: A woman is seen sitting down holding an ice cream while looking at the camera. She,activitynet,8,1.0,3.2,6,0.0,2.9191,3.1984,0,22,0.09143300940429655
347,Spread mulch: A man is seen speaking to the camera and leads into clips of him moving dirt. Other men,activitynet,8,0.5,2.95,5,0.0,3.2464,3.1411,0,22,0.09143300940429655
348,Swimming: A woman appears and disappears under the water as she swims in an olympic sized pool. She,activitynet,6,1.5,3.3333,5,0.0,3.5278,2.968,0,20,0.20311594656293663
349,"Sailing: An old man talks next a sailboat in the shore, then the man carry the sailboat to the ocean. The old man sails the boat sitting on the border of the boat and pulling a handle. Then",activitynet,17,4.0,3.4359,4,0.0,3.3147,2.9194,0,42,-1.0253963621821034
350,Playing beach volleyball: Men on the beach playing volleyball in the sand. One of the guys,activitynet,9,1.5,2.625,5,5.5556,3.1511,3.49,0,18,0.3147988837215765
351,Playing beach volleyball: One of the guys hits the ball over to the other side and they hit it back. Then on the other side of the beach there is a group of women also playing volleyball. They,activitynet,17,1.0,3.3421,4,2.439,3.0092,2.7436,0,41,-0.9695548936027836
352,"Clean and jerk: A gymnast bend to rise weight above his head, while other men sit in the gym watch him. The gymnast",activitynet,10,1.0,3.3333,4,0.0,3.4367,3.2878,0,26,-0.1319328649129834
353,Getting a haircut: A woman is lying on a bed with her hair spread. There are several images of her from behind with very long hair. We,activitynet,9,3.0,3.4074,3,0.0,3.011,2.8269,0,30,-0.35529873923026334
354,Washing face: A person's hand washes a grey cat in a white tub of water. A grey cat,activitynet,9,0.5,3.0526,4,0.0,3.3233,3.5724,0,21,0.1472744779836166
355,"Washing face: A grey cat is sitting in a white tub of clear water, drenched in water. A hand with a tattoo",activitynet,9,1.0,2.9565,5,0.0,3.2208,3.3643,0,25,-0.07609139633366335
356,"Washing face: A grey cat is sitting in a white tub of clear water, drenched in water. A hand with a tattoo appears and wipes the cat's back with a red cloth. The hand",activitynet,14,1.0,3.0278,5,0.0,3.2847,3.2755,0,39,-0.8578719564441435
357,Powerbocking: Man is standing nex to a van wearing stilts. Another man,activitynet,7,0.5,2.6667,4,0.0,3.4943,3.2467,0,14,0.5381647580388565
358,Having an ice cream: A woman is sitting in a booth. Her little girl shoves a vanilla ice cream cone in her face and laughs. The girl,activitynet,13,1.0,3.4074,3,0.0,3.2806,3.4267,0,30,-0.35529873923026334
359,Playing badminton: People are standing in a room playing tennis. A woman,activitynet,6,1.5,2.6667,4,0.0,2.9725,3.512,0,14,0.5381647580388565
360,Playing badminton: People are standing in a room playing tennis. A woman picks up a ball that falls onto the ground. The girl,activitynet,10,0.5,2.4783,4,0.0,3.0262,3.2574,0,26,-0.1319328649129834
361,Beer pong: A close up of solo cups are shown followed by a man throwing balls. A person,activitynet,10,5.5,3.2778,5,0.0,3.23,2.8743,0,20,0.20311594656293663
362,Beer pong: A person moves the cups alongside the table while the person continues throwing and the men switch place. The two,activitynet,12,0.5,3.0909,5,4.1667,3.1954,2.9939,0,24,-0.020249927754343533
363,Arm wrestling: Two men sit across a table and begin an arm wrestling match. They both,activitynet,12,1.5,2.4667,3,5.5556,3.2033,3.5888,0,18,0.3147988837215765
364,Doing a powerbomb: Two men perform a flip move on a playground that leads to one being dropped on the ground. The camera,activitynet,10,1.0,2.7826,8,4.0,3.6022,2.9575,0,25,-0.07609139633366335
365,Arm wrestling: Two women are on a stand opposite one another at a table beginning to arm wrestle. There,activitynet,9,1.5,2.5,4,4.7619,3.2822,3.1539,0,21,0.1472744779836166
366,"Arm wrestling: Two women are on a stand opposite one another at a table beginning to arm wrestle. There is a brief hold up before they begin, because their thumb positing is inaccurate. Once they",activitynet,17,1.5,3.2286,4,2.5641,3.5333,2.9173,7,39,6.142128043555856
367,Cutting the grass: A lawn mower is tied to a white rope. It,activitynet,6,0.5,2.8462,3,0.0,3.6986,3.2208,0,15,0.4823232894595366
368,Washing face: A woman is talking inside an office. She is shown giving a facial treatment to an older woman. She,activitynet,8,0.5,2.9048,3,0.0,2.98,2.9767,0,24,-0.020249927754343533
369,"High jump: A guy runs and jumps over a pole without touching it and lands on mats, as some people in the back ground watch and others do there practices. The guy",activitynet,17,3.0,3.5152,8,0.0,3.17,2.94,4,35,3.3654939178731365
370,"High jump: The guy seems to be practicing how high he can jump by jumping over the pole many times, each time a person raises the pole higher and higher to see if the guy can jump over it. One jump the guy",activitynet,16,3.5,3.3953,5,2.1739,3.0026,2.9638,0,46,-1.2487622364993836
371,"High jump: The guy seems to be practicing how high he can jump by jumping over the pole many times, each time a person raises the pole higher and higher to see if the guy can jump over it. One jump the guy knocked the pole down when he tried to hump over it. The guy",activitynet,21,3.5,3.2321,5,1.6667,3.1108,2.9429,0,60,-2.030542796609863
372,Waterskiing: A large ice glacier is shown in the water. A boat is pulling a person on skis behind the boat. The person,activitynet,11,5.5,3.0435,3,0.0,3.4608,3.1338,0,26,-0.1319328649129834
373,Ice fishing: A boy is standing outside on top of ice fishing out of a small hole in the ice. The boy,activitynet,10,1.5,3.2273,4,0.0,3.04,3.3059,0,24,-0.020249927754343533
374,Ice fishing: A boy is standing outside on top of ice fishing out of a small hole in the ice. The boy struggles to get the fish out and someone comes and takes it out for him. Now there,activitynet,14,1.5,3.0513,4,0.0,3.0613,2.9522,0,42,-1.0253963621821034
375,Ice fishing: The boy struggles to get the fish out and someone comes and takes it out for him. Now there are four men visible and they all begin to fish out of the ice pond. Eventually,activitynet,15,3.0,2.8611,4,2.5,3.1671,2.8069,0,40,-0.9137134250234633
376,Having an ice cream: Two little kids are eating an ice cream cone at mcdonalds. They are licking and so happy to have ice cream. The little girl,activitynet,14,1.5,2.4074,4,3.2258,3.1538,3.2912,0,31,-0.4111402078095834
377,Having an ice cream: The little girl is playing peek a boo with someone and both of their faces have ice cream on them. They,activitynet,13,1.5,3.125,4,0.0,3.1327,3.0277,0,27,-0.18777433349230344
378,Running a marathon: A camera shoots various shots all around a city and shoe store. Hundreds of people,activitynet,11,3.0,3.0,4,5.0,3.142,3.0973,0,20,0.20311594656293663
379,Running a marathon: A camera shoots various shots all around a city and shoe store. Hundreds of people are walking around an area and checking out shoes. A man,activitynet,15,3.0,2.8621,4,3.125,3.0787,2.9312,0,32,-0.4669816763889034
380,Running a marathon: A man talks to a woman about what shoes she likes to wear. People are dancing and enjoying the event together. There,activitynet,9,1.5,2.8,5,0.0,3.0133,2.7082,0,28,-0.24361580207162348
381,Running a marathon: People are dancing and enjoying the event together. There is food being eaten at the event by many. Several runners,activitynet,9,3.0,2.7391,4,0.0,3.158,2.6641,0,26,-0.1319328649129834
382,Running a marathon: There is food being eaten at the event by many. Several runners are getting ready to start a race. The race,activitynet,8,3.0,2.1739,4,0.0,3.0327,2.4939,0,27,-0.18777433349230344
383,Running a marathon: The race begins and people run very fast. Several people get interviewed during the race. The man who wins the race,activitynet,12,3.5,1.913,3,0.0,2.8546,2.8471,0,27,-0.18777433349230344
384,Futsal: The credits of the clip are shown. People kick a ball indoor between yellow cones on fake grass. A player,activitynet,11,5.5,3.619,4,0.0,3.4969,3.1705,0,24,-0.020249927754343533
385,Beach soccer: A small group of people are seen shaking hands and standing together followed by a man blowing a whistle and people running around. The people,activitynet,12,2.0,2.8519,10,0.0,2.8106,3.1616,0,29,-0.2994572706509435
386,Doing karate: A guy comes onto the screen to introduce a video about his character on a kids show. He,activitynet,8,5.0,3.1,6,0.0,3.0812,2.953,0,22,0.09143300940429655
387,Doing karate: A guy comes onto the screen to introduce a video about his character on a kids show. He begins to show several different clips from the show. He,activitynet,13,12.5,3.0,6,0.0,3.1273,2.9317,0,33,-0.5228231449682235
388,Doing karate: He begins to show several different clips from the show. He also comments about different aspects of the show while being interviewed. He,activitynet,12,8.0,3.04,4,0.0,3.405,2.7019,0,28,-0.24361580207162348
389,Playing drums: A young man is seen playing drums in front of an audience. Other people,activitynet,7,0.5,2.9375,5,0.0,2.85,3.185,0,18,0.3147988837215765
390,Playing harmonica: They are enjoying themselves as they rhythmically play their instruments and dance along to the tune. The player on the extreme right,activitynet,11,1.0,2.5652,4,0.0,3.4264,2.6518,0,26,-0.1319328649129834
391,Playing harmonica: The player on the extreme right is playing a longer harmonica while the others are playing a smaller harmonica. They,activitynet,9,1.0,2.9048,3,0.0,3.3882,2.6656,0,24,-0.020249927754343533
392,Cutting the grass: A man is riding on a lawn mower in his yard. He listens to music on his headphones while he mows. He,activitynet,9,0.5,3.4,3,0.0,3.8218,3.4039,0,28,-0.24361580207162348
393,"Sharpening knives: A person's hands are seen sharpening a knife over a counter and the intro says ""kitchen tricks sharpening knives"". Then there",activitynet,13,1.0,3.2308,5,0.0,3.7936,2.672,0,28,-0.24361580207162348
394,"Sharpening knives: Then there is a tools needed list on the screen and a bowl, sharpener, and other tools are seen on the counter. Giving the instructions and explanation on the screen along the way",activitynet,17,1.5,3.3889,4,0.0,3.4125,2.4959,0,39,-0.8578719564441435
395,"Sharpening knives: Giving the instructions and explanation on the screen along the way, the person wets the stones in water, then sharpens a knife on a sharpening stone and then on a knife sharpening tool. Then they",activitynet,22,9.0,4.1282,5,0.0,3.7756,2.6383,0,41,-0.9695548936027836
396,"Running a marathon: Several individuals are dressed in workout clothes, tying up their shoes, and placing numbers on their shirts. All of the people",activitynet,14,3.0,3.1154,5,0.0,3.3892,3.0911,0,28,-0.24361580207162348
397,"Running a marathon: Several individuals are dressed in workout clothes, tying up their shoes, and placing numbers on their shirts. All of the people meet at the starting line and begin a marathon throughout the city. As they",activitynet,20,3.0,3.15,5,0.0,3.235,2.8521,0,43,-1.0812378307614232
398,"Running a marathon: As they run, people are on the side of the road encouraging them with water on their tables, signs and clapping for them. Aside",activitynet,14,1.0,3.0,4,0.0,3.1836,2.9804,0,31,-0.4111402078095834
399,"Running a marathon: As they run, people are on the side of the road encouraging them with water on their tables, signs and clapping for them. Aside from the people, there are also large red blow ups on the side illustrating the hydration stations. Finally",activitynet,21,1.0,2.9574,5,0.0,3.2445,2.8761,0,51,-1.5279695793959835
400,Windsurfing: A person is seen standing on a board with others in the water. The person,activitynet,7,0.5,3.3125,4,0.0,3.04,3.05,0,18,0.3147988837215765
401,Raking leaves: A man is raking leaves in a yard. He,activitynet,6,0.5,2.9091,3,0.0,3.6883,3.3827,0,13,0.5940062266181766
402,Raking leaves: A man is raking leaves in a yard. He is using a clear bag to package them up. He,activitynet,8,0.5,2.7619,3,0.0,3.5144,3.289,0,24,-0.020249927754343533
403,Cutting the grass: This video is a tutorial showing how to cut the grass. First she,activitynet,8,5.5,1.9333,5,0.0,3.3257,2.8994,0,18,0.3147988837215765
404,Cutting the grass: First she explains how you should cut the grass according to its color and how high or low you want it. Next,activitynet,12,2.0,3.6,7,3.7037,2.966,2.7688,0,27,-0.18777433349230344
405,Cheerleading: The men flip then the ladies flip and the men lift them in the air and hold them up as the crowd claps. The people forum groups and flip three girls in the air. The people,activitynet,20,1.0,2.973,7,2.5,3.1883,2.9776,0,40,-0.9137134250234633
406,Tumbling: A man is inside of a gym. He starts doing flips inside the gym. He,activitynet,5,0.5,2.75,3,0.0,3.4475,3.12,0,19,0.2589574151422567
407,Tumbling: A man is inside of a gym. He starts doing flips inside the gym. He does many tricks as he jumps in the air. He,activitynet,7,0.5,2.7308,3,0.0,3.4727,3.0009,0,30,-0.35529873923026334
408,Windsurfing: We see a man kitesurfing . The sail waves a little as the surfer loses control. The surfer,activitynet,7,0.5,2.5,3,0.0,3.945,2.8927,0,21,0.1472744779836166
409,Powerbocking: A group of boys are on the sidewalk of a street. They are bouncing around on stilts. They,activitynet,9,2.0,3.3684,4,0.0,3.6817,2.7306,0,22,0.09143300940429655
410,Bullfighting: A person is seen fighting a bull and being trampled and impailed. The people,activitynet,7,0.5,2.8667,5,0.0,3.4129,2.8123,0,17,0.37064035230089654
411,Fixing bicycle: A man wearing a beanie is inside a room. He is talking in front of a disassembled bike. He,activitynet,7,1.5,3.5238,4,0.0,3.519,3.1705,0,24,-0.020249927754343533
412,Making a lemonade: The small bowls of salt are arranged and limes are sliced in halves. The limes are juiced into a cup using a hand held press. The salt,activitynet,12,1.0,3.1333,4,0.0,3.75,3.0631,0,33,-0.5228231449682235
413,Making a lemonade: The limes are juiced into a cup using a hand held press. The salt is poured into the cup from the small bowls. Water,activitynet,10,0.5,3.1111,5,0.0,3.4536,2.9843,0,30,-0.35529873923026334
414,High jump: The young man is standing on the track field. The young man run to the pole. The young man,activitynet,8,1.5,2.0,2,0.0,2.69,3.1881,0,24,-0.020249927754343533
415,Cutting the grass: A backyard is shown between a wooden fence. A man,activitynet,6,1.5,2.6154,3,0.0,3.4114,3.1331,0,15,0.4823232894595366
416,Table soccer: The player at the bottom of the screen scores and the camera man shows the score and the replay on a screen near the table. The player,activitynet,17,6.0,3.2759,6,0.0,3.075,2.8978,0,31,-0.4111402078095834
417,Surfing: A surfer is riding the waves in the ocean. He gets on a yellow board and rides over the waves. He,activitynet,8,0.5,3.1364,3,0.0,3.581,2.9112,0,25,-0.07609139633366335
418,Ice fishing: Two men are standing on the ice fishing. A man,activitynet,8,1.0,2.9167,3,7.1429,2.9814,3.6867,0,14,0.5381647580388565
419,Ice fishing: A man is holding a small fish in his hand talking. A fish is swimming under the ice. A man,activitynet,9,1.0,2.9091,3,0.0,2.88,3.3418,0,25,-0.07609139633366335
420,Running a marathon: Another man is talking about the tribes and is seen jogging in the wilderness with a dog. Another lady wearing a pink shirt is talking about her marathon experience. A couple of people,activitynet,13,0.5,2.8889,5,0.0,3.1339,2.9031,0,39,-0.8578719564441435
421,"Running a marathon: The words ""dathan ritzenhein nyc marathon 2010"" appear on a black screen. Still",activitynet,9,1.5,4.4444,4,5.0,3.58,3.1582,0,20,0.20311594656293663
422,Running a marathon: Still and clips of a man running marathons are shown with overlaid graphics showing angles. Strides used during a marathon are shown and illustrated. A man doing seated foot exercises,activitynet,18,9.0,3.6667,4,0.0,3.6074,2.9472,0,36,-0.6903475507061836
423,Layup drill in basketball: Man is talking to a camera showing some basket defense movements. Two men,activitynet,13,7.5,2.8235,6,10.5263,3.3364,3.5144,0,19,0.2589574151422567
424,Skateboarding: Skaters are skateboarding during the day. Now the same skaters,activitynet,7,2.5,2.7273,3,15.3846,4.294,2.0486,0,13,0.5940062266181766
425,Futsal: A group of people are seen running around a court playing soccer. The men,activitynet,7,0.5,3.2667,4,0.0,2.8833,3.0715,0,17,0.37064035230089654
426,"High jump: A young man stands, at night, in shorts and does brief stretches before getting a running start and running towards a raised bar. The man",activitynet,12,0.5,3.3103,6,3.2258,2.9131,2.968,0,31,-0.4111402078095834
427,"Washing face: Two young girls appear in the bathroom, one has a green headband around her forehead and the other has paint across her face. Both of the girls",activitynet,13,1.0,3.2,5,3.125,3.2742,3.1952,0,32,-0.4669816763889034
428,Washing face: Both of the girls are laughing and joking with one another until they start to wash their face and clean it with green rags. After,activitynet,14,1.5,3.2963,6,0.0,3.2455,2.8396,0,29,-0.2994572706509435
429,Making a lemonade: A table is shown covered in water bowls and lemons. A woman,activitynet,9,1.5,2.8667,4,0.0,3.37,3.0671,0,17,0.37064035230089654
430,Making a lemonade: A table is shown covered in water bowls and lemons. A woman is talking about how to create lemonade from the ingredients. She,activitynet,12,1.5,2.7308,4,0.0,3.4185,2.8464,0,29,-0.2994572706509435
431,Futsal: People are playing a game of indoor soccer. People,activitynet,6,0.5,2.9,4,0.0,3.0186,3.4538,0,12,0.6498476951974965
432,Futsal: People are playing a game of indoor soccer. People are sitting in the stands watching the game. A person,activitynet,9,1.0,2.65,4,0.0,2.9475,3.1453,0,23,0.03559154082497651
433,Arm wrestling: People are sitting in a room. Two people get up and start arm wrestling on a table. They,activitynet,12,1.5,2.6,3,4.3478,2.89,3.5225,0,23,0.03559154082497651
434,Doing kickboxing: A small boy is seen punching and kicking a man on his knees wearing gloves. Another boy,activitynet,8,0.5,3.1579,4,0.0,3.3664,3.2324,0,21,0.1472744779836166
435,Futsal: A large group of people are seen celebrating and shows two teams huddled up together. The teams,activitynet,9,1.5,3.1111,5,5.0,3.22,2.8383,0,20,0.20311594656293663
436,Doing a powerbomb: Two people are wrestling on a mat. A man in a striped shirt,activitynet,7,1.0,2.875,3,5.5556,3.68,3.246,0,18,0.3147988837215765
437,Gargling mouthwash: A boy is talking to a camera. He goes into a bathroom and drinks a cup of mouthwash. He,activitynet,8,0.5,2.8571,4,0.0,3.775,2.9926,0,24,-0.020249927754343533
438,Fixing bicycle: A man is shown speaking to the camera and holding up various tools and products. He,activitynet,9,1.5,3.0,6,0.0,3.2122,2.9431,0,20,0.20311594656293663
439,Sharpening knives: . A man wearing a black t - shirt and to ladies,activitynet,9,2.5,2.3571,5,0.0,3.29,3.0744,0,15,0.4823232894595366
440,Sharpening knives: The man uses stacked pennies to get the angle of the knife to be sharpened and demonstrates how to sharpen kitchen knives using a stone. The man,activitynet,13,1.5,3.0357,6,0.0,3.8327,2.5995,0,31,-0.4111402078095834
441,Sharpening knives: The man uses stacked pennies to get the angle of the knife to be sharpened and demonstrates how to sharpen kitchen knives using a stone. The man slides the knife on the stone while pressing the knife with his fingers. The man,activitynet,19,2.0,3.0233,6,0.0,3.7132,2.7194,0,47,-1.3046037050787034
442,Gargling mouthwash: A kid takes mouthwash and swishes it in his mouth. He,activitynet,7,0.5,2.8462,4,0.0,4.5214,3.45,0,15,0.4823232894595366
443,Gargling mouthwash: A woman is seen opening the door to a man holding flowers and falling. A man kisses a woman on the head and then speaks to another woman. In the end,activitynet,14,1.0,2.8788,6,0.0,3.1947,2.851,0,36,-0.6903475507061836
444,Camel ride: People are riding camels on the sand. People are walking next to the camels leading them. A building,activitynet,11,1.5,2.45,3,4.3478,3.3027,3.2317,0,23,0.03559154082497651
445,Kneeling: A man is kneeling down on an orange mat. He,activitynet,4,1.5,3.2727,3,0.0,3.816,3.4773,0,13,0.5940062266181766
446,Using parallel bars: A man stands on front the parallel bars preparing to perform. Then,activitynet,8,5.0,2.9333,4,0.0,3.3925,2.708,0,17,0.37064035230089654
447,Washing face: Tips to wash the face and pictures of women doing it are shown. Different steps of a facial rutine is shown. A woman,activitynet,15,8.0,3.6,7,0.0,3.0669,2.8645,0,28,-0.24361580207162348
448,Roof shingle removal: A man is on a roof cutting throwing shingles. The man removes the roofing. The man,activitynet,10,3.0,2.5789,4,0.0,3.5892,3.375,0,22,0.09143300940429655
449,Playing violin: A man is standing on a stage playing a violin. A man,activitynet,6,0.5,3.0,4,0.0,3.0225,3.2383,0,16,0.4264818208802166
450,Drum corps: A group of people are seen playing instruments together. Another group of people are seen out in public playing together. One last shot,activitynet,12,2.0,2.64,4,3.5714,2.6992,3.1286,0,28,-0.24361580207162348
451,Polishing forniture: A close up of a chair is shown with a person spraying it down. The person holds up a product and wipes their hands on the dirty chair. He,activitynet,14,5.5,3.1935,4,0.0,3.3777,2.9188,0,34,-0.5786646135475435
452,Starting a campfire: A small campfire is shown in the woods. Someone turns on the campfire in the night. When the fire,activitynet,9,1.5,2.6364,3,8.0,3.51,2.9445,0,25,-0.07609139633366335
453,Polishing shoes: A boot and supplies are shown sitting on a table. A man then takes the boot and smooths it down. He,activitynet,13,6.0,2.7826,4,0.0,3.5609,2.8839,0,26,-0.1319328649129834
454,Canoeing: Three men walk next to each other. The men begin putting a boat on the back of a truck. The men,activitynet,11,1.0,2.5,4,4.0,3.1622,3.0057,0,25,-0.07609139633366335
455,Canoeing: The men begin putting a boat on the back of a truck. The men tie the boat down. The men,activitynet,9,1.0,2.5714,5,0.0,3.232,3.1685,0,24,-0.020249927754343533
456,Removing ice from car: The man then comes outside and starts talking about the snow holding a red plastic stick in his hand. With the stick,activitynet,11,0.5,2.6,6,0.0,2.962,3.1908,0,28,-0.24361580207162348
457,Kneeling: A fit man is in a mirrored room with wooden floors and is talking while he is moving on the ground and looking at the camera. The man,activitynet,11,2.0,3.6897,6,0.0,3.1623,2.9007,0,31,-0.4111402078095834
458,"Kneeling: The man is bent on his knees and suddenly he jumps up to his feet, but keeps his knees bent while he squats low to the ground continuing to talk. The man",activitynet,10,0.5,3.3824,7,0.0,3.4269,2.8931,0,36,-0.6903475507061836
459,Ice fishing: This man is ice fishing in the cold weather and he is well dressed. This man,activitynet,9,1.5,2.8824,2,0.0,3.0122,3.3178,0,20,0.20311594656293663
460,Croquet: A boy is standing outside in a yard. He,activitynet,4,1.5,3.1,3,0.0,3.49,3.39,0,12,0.6498476951974965
461,Disc dog: A large crowd is gathered around a field. People,activitynet,6,0.5,3.0909,3,0.0,2.9886,3.314,0,13,0.5940062266181766
462,Disc dog: A large crowd is gathered around a field. People enter the field with frisbees and their dogs. They,activitynet,12,1.5,2.85,3,0.0,3.2791,3.1522,0,23,0.03559154082497651
463,Putting in contact lenses: A woman is seen speaking to the camera while holding up a contact lens. She moves her hands around while still speaking to the camera. She,activitynet,11,2.0,3.1333,5,0.0,3.1536,2.95,0,33,-0.5228231449682235
464,Removing curlers: A woman is standing in front of the camera. She,activitynet,5,0.5,3.0,4,0.0,3.624,2.98,0,14,0.5381647580388565
465,Doing motocross: Several people are in a manmade race track. Bmx bikers,activitynet,8,3.5,4.4167,3,0.0,3.9943,3.216,0,14,0.5381647580388565
466,Doing motocross: Several people are in a manmade race track. Bmx bikers are going over the hills along the path. They,activitynet,11,3.5,3.7143,3,0.0,3.685,2.8672,0,24,-0.020249927754343533
467,Carving jack-o-lanterns: We see a title screen over a man holding a cat and see a jack-o-lantern of the man. We,activitynet,18,9.0,3.1786,5,0.0,3.0329,3.1427,0,31,-0.4111402078095834
468,Carving jack-o-lanterns: We see a boy cut open and clean out a pumpkin. The man walks to the sink and back to his chair. He,activitynet,14,5.0,2.6429,3,0.0,3.276,3.1333,0,32,-0.4669816763889034
469,Carving jack-o-lanterns: He tapes a picture of the man to the pumpkin and pokes holes in the picture. The man carves the pumpkin with a small knife. The man,activitynet,17,5.0,2.9375,3,0.0,3.55,2.9904,0,36,-0.6903475507061836
470,Carving jack-o-lanterns: The man goes into the living room and comes back and carves the pumpkin. The man goes to the sink then leaves the room and comes back. The man,activitynet,19,5.0,2.5882,4,0.0,3.104,2.9037,0,38,-0.8020304878648232
471,"Cutting the grass: A view of the grass is shown, then a close up of a hand, and finally a man is shown riding on a riding lawn mower in a very large grassy area surrounded by a lot of trees. The man",activitynet,19,6.0,3.8444,7,0.0,3.2024,2.7976,0,47,-1.3046037050787034
472,"Cutting the grass: The man waves to the camera, gives a peace sign, then drinks from a can. More of the yard and trees",activitynet,11,1.5,2.8,3,0.0,3.1936,2.6735,0,28,-0.24361580207162348
473,Running a marathon: A man is wearing full running gear. He laces up his shoes and joins in a race. The people,activitynet,9,0.5,2.8636,3,0.0,3.19,3.1568,0,25,-0.07609139633366335
474,Rollerblading: A man is seen skating around a city street while a car followed by the side. The man,activitynet,9,0.5,3.3158,4,0.0,3.0522,2.8994,0,21,0.1472744779836166
475,Long jump: Man is standing in a race track running and making a long jump and the video shows a repetition. Man is smiling and fells in the track of happiness. Men,activitynet,16,1.0,3.1562,5,0.0,3.0395,2.9853,0,35,-0.6345060821268633
476,Layup drill in basketball: A man is talking on a basketball court. He,activitynet,7,1.0,3.1538,3,6.6667,3.3343,3.5138,0,15,0.4823232894595366
477,Cheerleading: A group of cheerleaders are seen walking on stage while the audience cheers. The group,activitynet,8,0.5,3.375,4,0.0,3.3489,2.9036,0,18,0.3147988837215765
478,Cheerleading: A group of cheerleaders are seen walking on stage while the audience cheers. The group then begins performing a cheering routine with one another. The group,activitynet,13,1.0,2.963,4,3.3333,3.3707,2.7865,0,30,-0.35529873923026334
479,Layup drill in basketball: A man is seen speaking to a group of boys on a basketball court. The boys,activitynet,10,1.5,2.9,6,4.5455,3.1427,3.0583,0,22,0.09143300940429655
480,Layup drill in basketball: A man is seen speaking to a group of boys on a basketball court. The boys then begin shooting hoops and passing to one another. The boys,activitynet,15,1.5,2.5806,6,2.9412,3.24,2.8452,0,34,-0.5786646135475435
481,Shoveling snow: A person is standing in the heavy falling snow. They,activitynet,6,1.0,3.5,3,0.0,3.41,3.2618,0,14,0.5381647580388565
482,Shoveling snow: A person is standing in the heavy falling snow. They are trying to clear the snow off the sidewalk. The child,activitynet,9,1.0,2.9565,3,0.0,3.2925,3.0327,0,26,-0.1319328649129834
483,Washing hands: A man is wearing blue scrubs and a fanny pack. He,activitynet,8,1.5,3.0,4,0.0,3.445,3.1545,0,15,0.4823232894595366
484,Baton twirling: A couple of girls are on a gym court. They,activitynet,7,1.5,4.3333,4,7.1429,3.5683,3.044,0,14,0.5381647580388565
485,Camel ride: Two women are sitting on a small camel. The woman on the back of the camel,activitynet,9,1.5,2.6111,3,10.0,3.3675,3.1982,0,20,0.20311594656293663
486,Camel ride: Two women are sitting on a small camel. The woman on the back of the camel waves at the camera. The camel,activitynet,12,2.5,2.875,4,7.4074,3.46,3.1468,0,27,-0.18777433349230344
487,Playing violin: A man is seen speaking to another holding a violin. The man speaking them,activitynet,6,0.5,2.5625,4,0.0,3.0311,3.1373,0,18,0.3147988837215765
488,Playing violin: A man is seen speaking to another holding a violin. The man speaking them walks out of frame. The other man,activitynet,8,1.0,2.4783,4,0.0,3.0467,3.0486,0,26,-0.1319328649129834
489,Beach soccer: A man in a red shirt pours water over his head. Images and video clips of teams playing beach soccer in the sand. Video clips,activitynet,17,1.5,3.2222,5,0.0,3.1506,3.6913,0,30,-0.35529873923026334
490,"Cutting the grass: He brings out the lawn mowing equipment from his garage and begins mowing the lawn. He walks up and down his entire lawn, pushing his lawn mower as he cuts the grass. He",activitynet,13,2.5,3.3611,4,0.0,3.8222,3.3909,0,40,-0.9137134250234633
491,Cutting the grass: He walks throughout his backyard as he makes sure he covers the entire area as the rotating blades of the lawn mower cut the grass. After he,activitynet,10,2.5,3.3793,7,0.0,3.486,3.0273,0,32,-0.4669816763889034
492,Wakeboarding: A person is wake boarding behind a boat. They,activitynet,5,1.5,3.0,4,0.0,3.798,3.0133,0,12,0.6498476951974965
493,Playing violin: Man is in a dark stage playing violin. A lot of people,activitynet,7,1.5,3.3571,3,0.0,2.8844,3.445,0,16,0.4264818208802166
494,Clean and jerk: The man roll the barbel on the floor. The man,activitynet,7,1.0,2.9231,3,0.0,3.3886,2.9467,0,15,0.4823232894595366
495,Sharpening knives: A knife appears on the table with cut up apples and a hand begins picking it up and describing its contents. After,activitynet,14,2.5,3.3333,6,0.0,3.5642,2.9324,0,26,-0.1319328649129834
496,Calf roping: A cowboy rides into a stadium on a pony. The man,activitynet,7,0.5,2.8462,3,6.6667,3.94,3.2467,0,15,0.4823232894595366
497,Calf roping: A cowboy rides into a stadium on a pony. The man jumps off of the pony and catches a running dog. The man,activitynet,11,0.5,2.88,3,3.5714,3.6792,3.0941,0,28,-0.24361580207162348
498,Cutting the grass: A man is working outside in a field. He,activitynet,4,1.5,3.1667,3,0.0,2.875,3.2242,0,14,0.5381647580388565
499,Cutting the grass: A man is working outside in a field. He is using a large tool called a thresher. The people,activitynet,7,1.5,2.6818,4,0.0,3.0109,3.071,0,25,-0.07609139633366335
500,Ice fishing: A man drills a hole into the ice. He puts a fishing pole into the ice. He,activitynet,9,1.5,2.8421,3,0.0,3.323,3.3665,0,22,0.09143300940429655
501,Ice fishing: He puts a fishing pole into the ice. He pulls a fish out of the hole and puts it on top of the ice. He,activitynet,12,1.5,3.0741,4,0.0,3.3818,3.1925,0,30,-0.35529873923026334
