question_id,subject,domain_group,redux_error_type,b_published,b_early_cohort,b_recent_cohort,b_random_cohort_a,b_random_cohort_b
mmlu_high_school_european_history_row_72,high_school_european_history,Non-STEM,ok,5.6414967,3.0202708,5.1467357,2.885073,3.417041
mmlu_high_school_european_history_row_73,high_school_european_history,Non-STEM,ok,-1.2256067,-0.921435,-1.2387843,-1.1083914,-0.82755965
mmlu_high_school_european_history_row_74,high_school_european_history,Non-STEM,bad_options_clarity,5.7489185,3.2201104,4.8292723,3.3898427,3.620673
mmlu_high_school_european_history_row_75,high_school_european_history,Non-STEM,ok,-1.5025332,-1.165082,-1.6158315,-1.1732951,-1.2662559
mmlu_high_school_european_history_row_76,high_school_european_history,Non-STEM,ok,3.808932,2.811162,2.4618313,2.7207403,2.343173
mmlu_high_school_european_history_row_77,high_school_european_history,Non-STEM,ok,3.9721487,2.4411173,4.2571836,2.5104449,2.341916
mmlu_high_school_european_history_row_78,high_school_european_history,Non-STEM,ok,-1.9571009,-1.8135014,-2.2570438,-1.490964,-1.992009
mmlu_high_school_european_history_row_79,high_school_european_history,Non-STEM,ok,-1.5163436,-1.3495364,-1.5478165,-1.4716195,-1.3654845
mmlu_high_school_european_history_row_80,high_school_european_history,Non-STEM,ok,-1.5300949,-1.703608,-1.4679909,-1.3308462,-1.6574336
mmlu_high_school_european_history_row_81,high_school_european_history,Non-STEM,,3.5901866,1.35866,3.5725229,2.6460006,2.4579573
mmlu_high_school_european_history_row_82,high_school_european_history,Non-STEM,ok,-1.4567447,-1.3081475,-1.4932944,-1.7734942,-1.1770688
mmlu_high_school_european_history_row_83,high_school_european_history,Non-STEM,ok,-1.4479078,-1.123871,-1.2229692,-0.5385444,-0.9575161
mmlu_high_school_european_history_row_84,high_school_european_history,Non-STEM,ok,-0.44500768,-0.39097863,0.60730755,-0.10964458,-0.021588253
mmlu_high_school_european_history_row_85,high_school_european_history,Non-STEM,ok,-1.8394777,-1.6328961,-1.8080275,-1.7750612,-1.6445001
mmlu_high_school_european_history_row_86,high_school_european_history,Non-STEM,,-2.081283,-0.55966336,-1.7324723,-1.603478,-1.1487885
mmlu_high_school_european_history_row_87,high_school_european_history,Non-STEM,ok,-1.4527636,-1.3066646,-1.4226941,-1.387304,-1.1223203
mmlu_high_school_european_history_row_88,high_school_european_history,Non-STEM,ok,-1.6241405,-1.6766418,-1.6687398,-1.6527559,-1.6663356
mmlu_high_school_european_history_row_89,high_school_european_history,Non-STEM,ok,-1.526218,-1.2246331,-1.6148334,-1.6673226,-1.1351228
mmlu_high_school_european_history_row_90,high_school_european_history,Non-STEM,ok,-1.2128769,-0.59821784,-1.2777748,-0.94749403,-1.0545278
mmlu_high_school_european_history_row_91,high_school_european_history,Non-STEM,ok,-2.0308523,-1.7991875,-2.1204524,-2.0635617,-1.8462915
mmlu_high_school_european_history_row_92,high_school_european_history,Non-STEM,ok,-1.4886799,-1.2679074,-1.5324458,-1.4001727,-1.3364975
mmlu_high_school_european_history_row_93,high_school_european_history,Non-STEM,ok,-1.4672107,-1.3968303,-1.4529467,-1.5415875,-1.1383964
mmlu_high_school_european_history_row_94,high_school_european_history,Non-STEM,ok,-0.79600656,-0.5199127,-0.6869658,-0.6662344,-0.33682832
mmlu_high_school_european_history_row_95,high_school_european_history,Non-STEM,ok,-1.0951697,-1.006283,-0.83474594,-0.7821895,-0.4123426
mmlu_high_school_european_history_row_96,high_school_european_history,Non-STEM,ok,-1.3029741,-0.798488,-1.3050961,-1.7813845,-0.8943733
mmlu_high_school_european_history_row_97,high_school_european_history,Non-STEM,ok,-0.65767133,-0.04300221,-0.5844456,-0.26869786,-0.014768269
mmlu_high_school_european_history_row_98,high_school_european_history,Non-STEM,ok,-1.7179617,-1.6374785,-1.548562,-1.5296268,-1.4307078
mmlu_high_school_european_history_row_99,high_school_european_history,Non-STEM,ok,0.2820352,0.050343346,1.0600171,0.63179237,0.8257046
mmlu_high_school_european_history_row_100,high_school_european_history,Non-STEM,ok,-1.5788212,-0.8463942,-1.7155225,-1.0101447,-0.92956567
mmlu_high_school_european_history_row_101,high_school_european_history,Non-STEM,ok,-1.3740569,-1.0538045,-1.4554869,-1.0536414,-1.5241488
mmlu_high_school_european_history_row_102,high_school_european_history,Non-STEM,ok,2.4369287,0.20865928,2.967106,1.7412574,1.8170222
mmlu_high_school_european_history_row_103,high_school_european_history,Non-STEM,ok,-1.5537858,-1.5802155,-1.5515003,-1.4730114,-1.2895981
mmlu_high_school_european_history_row_104,high_school_european_history,Non-STEM,ok,0.7317187,-0.13568358,2.1695378,1.2153549,1.2701187
mmlu_high_school_european_history_row_105,high_school_european_history,Non-STEM,ok,-1.3918449,-1.3897318,-1.41797,-1.2032126,-1.2315978
mmlu_high_school_european_history_row_106,high_school_european_history,Non-STEM,ok,-1.4870795,-1.1840173,-1.5728853,-1.392465,-1.2047006
mmlu_high_school_european_history_row_107,high_school_european_history,Non-STEM,ok,-1.4947764,-1.4503459,-1.250523,-0.87100816,-1.3355074
mmlu_high_school_european_history_row_108,high_school_european_history,Non-STEM,ok,-1.4773161,-1.4672968,-1.5278248,-1.2374359,-1.2590098
mmlu_high_school_european_history_row_109,high_school_european_history,Non-STEM,bad_question_clarity,-1.4282981,-1.021879,-1.5513631,-1.288319,-1.264208
mmlu_high_school_european_history_row_110,high_school_european_history,Non-STEM,ok,-1.2092831,-1.0628775,-1.1126038,-0.98962,-0.73235124
mmlu_high_school_european_history_row_111,high_school_european_history,Non-STEM,ok,-1.3431714,-1.2229614,-1.3675313,-1.1125487,-1.2079701
mmlu_high_school_european_history_row_112,high_school_european_history,Non-STEM,ok,-1.5543785,-1.4031237,-1.3789486,-1.1152576,-1.2981656
mmlu_high_school_european_history_row_113,high_school_european_history,Non-STEM,bad_options_clarity,-1.4236509,-1.1633136,-1.4728038,-1.3376626,-1.5895967
mmlu_high_school_european_history_row_114,high_school_european_history,Non-STEM,ok,-1.3488162,-1.5967464,-1.260294,-1.2017435,-1.1469272
mmlu_high_school_european_history_row_115,high_school_european_history,Non-STEM,ok,-1.1834873,-0.7522185,-1.2210568,-1.2203029,-0.66826856
mmlu_high_school_european_history_row_116,high_school_european_history,Non-STEM,ok,-1.8978462,-1.7180663,-1.900094,-1.3870808,-1.0493932
mmlu_high_school_european_history_row_117,high_school_european_history,Non-STEM,ok,-1.1557149,-1.1106892,-0.9952561,-0.83821017,-0.8858176
mmlu_high_school_european_history_row_118,high_school_european_history,Non-STEM,ok,-1.4320464,-1.1366012,-1.4894361,-1.5973623,-0.98032373
mmlu_high_school_european_history_row_119,high_school_european_history,Non-STEM,ok,-1.1994011,-1.0105301,-1.1496968,-0.88669604,-0.9334448
mmlu_high_school_european_history_row_120,high_school_european_history,Non-STEM,ok,-1.7688087,-1.4832591,-1.767311,-1.3974793,-1.6006355
mmlu_high_school_european_history_row_121,high_school_european_history,Non-STEM,ok,-1.2084277,-1.0404503,-1.122845,-0.78547955,-0.84919125
mmlu_high_school_european_history_row_122,high_school_european_history,Non-STEM,ok,-1.4346355,-1.305802,-1.4421948,-1.48744,-1.3692566
mmlu_high_school_european_history_row_123,high_school_european_history,Non-STEM,bad_options_clarity,5.9546227,3.1802318,4.8306003,3.6324291,3.377259
mmlu_high_school_european_history_row_124,high_school_european_history,Non-STEM,ok,-1.2997595,-0.9563779,-1.3166407,-1.2601553,-1.0054154
mmlu_high_school_european_history_row_125,high_school_european_history,Non-STEM,ok,-1.5934784,-1.5265131,-1.6784462,-1.4018029,-1.4428775
mmlu_high_school_european_history_row_126,high_school_european_history,Non-STEM,ok,-1.2247908,-1.1889694,-1.2016889,-1.0871413,-0.89578754
mmlu_high_school_european_history_row_127,high_school_european_history,Non-STEM,ok,-1.2536111,-0.17999263,-0.8125525,-0.09775178,-1.0638614
mmlu_high_school_european_history_row_128,high_school_european_history,Non-STEM,ok,-1.5207329,-1.5696565,-1.5601748,-1.6319772,-1.2302552
mmlu_high_school_european_history_row_129,high_school_european_history,Non-STEM,ok,-1.2545929,-1.393491,-1.1241689,-0.85086155,-0.69900435
mmlu_high_school_european_history_row_130,high_school_european_history,Non-STEM,ok,-1.6563406,-1.6879355,-1.7260189,-1.5064721,-1.5118984
mmlu_high_school_european_history_row_131,high_school_european_history,Non-STEM,ok,-1.179507,-0.6870474,-1.3467425,-1.3117775,-1.255777
mmlu_high_school_european_history_row_132,high_school_european_history,Non-STEM,ok,-0.6274539,0.43086648,-0.572458,-0.2675592,-0.15639874
mmlu_high_school_european_history_row_133,high_school_european_history,Non-STEM,ok,1.7018682,2.7032697,0.18145348,1.712617,1.2727844
mmlu_high_school_european_history_row_134,high_school_european_history,Non-STEM,bad_options_clarity,-0.91383314,-1.2549033,-0.8531644,-0.63357747,-0.7195379
mmlu_high_school_european_history_row_135,high_school_european_history,Non-STEM,ok,-0.808493,-0.21263754,-0.8226503,-0.36617747,-0.20820393
mmlu_high_school_european_history_row_136,high_school_european_history,Non-STEM,ok,1.0334564,1.2240099,1.5698318,1.2422003,1.6712688
mmlu_high_school_european_history_row_137,high_school_european_history,Non-STEM,ok,-0.97709686,-0.36322704,-0.9295462,-0.77626586,-0.522619
mmlu_high_school_european_history_row_138,high_school_european_history,Non-STEM,ok,-1.4854336,-1.5486,-1.586913,-1.42062,-1.1686273
mmlu_high_school_european_history_row_139,high_school_european_history,Non-STEM,ok,4.394888,-0.11999241,3.1219394,2.363882,1.7956445
mmlu_high_school_european_history_row_140,high_school_european_history,Non-STEM,ok,1.4956956,-0.67398447,3.0834699,1.1479427,0.7967263
mmlu_high_school_european_history_row_141,high_school_european_history,Non-STEM,ok,-1.5201955,-1.3561417,-1.6061392,-1.3965629,-1.3527493
mmlu_high_school_european_history_row_142,high_school_european_history,Non-STEM,ok,-1.2916514,-0.9953502,-1.3750306,-1.2683008,-1.1338512
mmlu_high_school_european_history_row_143,high_school_european_history,Non-STEM,ok,-1.6258142,-1.7273624,-1.6298791,-1.6083477,-1.3977294
mmlu_high_school_european_history_row_144,high_school_european_history,Non-STEM,bad_options_clarity,-1.4236358,-1.1940857,-1.5185124,-1.3171443,-0.9785838
mmlu_high_school_european_history_row_145,high_school_european_history,Non-STEM,ok,-1.4366732,-1.3846269,-1.4829222,-1.372893,-1.1331776
mmlu_high_school_european_history_row_146,high_school_european_history,Non-STEM,ok,0.97288114,0.36969104,3.2183824,1.2074231,2.2415662
mmlu_high_school_european_history_row_147,high_school_european_history,Non-STEM,ok,-0.99493635,-0.4529524,-0.9151655,-0.84963113,-0.62149185
mmlu_high_school_european_history_row_148,high_school_european_history,Non-STEM,ok,-1.4623489,-1.4455014,-1.518781,-1.3222797,-1.3160722
mmlu_high_school_european_history_row_149,high_school_european_history,Non-STEM,ok,-1.5744288,-1.2985809,-1.7123803,-1.4178094,-1.5218351
mmlu_high_school_european_history_row_150,high_school_european_history,Non-STEM,bad_options_clarity,-1.3428522,-1.4042761,-1.1651052,-1.2792689,-1.291902
mmlu_high_school_european_history_row_151,high_school_european_history,Non-STEM,ok,2.6953857,1.3354576,3.4535341,1.4592481,2.7859054
mmlu_high_school_european_history_row_152,high_school_european_history,Non-STEM,ok,1.38335,2.7021933,1.8442105,1.3648914,1.5862763
mmlu_high_school_european_history_row_153,high_school_european_history,Non-STEM,bad_options_clarity,-1.5510952,-1.1829877,-1.6426655,-1.5560045,-1.4483826
mmlu_high_school_european_history_row_154,high_school_european_history,Non-STEM,ok,-1.2128155,-0.9245312,-1.1652435,-1.0679779,-0.7222106
mmlu_high_school_european_history_row_155,high_school_european_history,Non-STEM,ok,-0.3838151,-0.7726625,0.47190335,0.062297318,-0.13275114
mmlu_high_school_european_history_row_156,high_school_european_history,Non-STEM,ok,-1.7883297,-1.5381352,-1.7799482,-1.3769097,-1.5205321
mmlu_high_school_european_history_row_157,high_school_european_history,Non-STEM,,-1.0296264,-0.8942761,-1.0471433,-0.78705007,-0.6081717
mmlu_high_school_european_history_row_158,high_school_european_history,Non-STEM,ok,5.6144342,3.2147925,4.8183384,3.4010465,3.5432975
mmlu_high_school_european_history_row_159,high_school_european_history,Non-STEM,ok,-0.77956957,-1.0413388,-0.67907476,-0.43028328,-0.393509
mmlu_high_school_european_history_row_160,high_school_european_history,Non-STEM,ok,-1.7827891,-1.6156362,-1.6329192,-1.6498694,-1.8226453
mmlu_high_school_european_history_row_161,high_school_european_history,Non-STEM,ok,-1.8442974,-1.5557622,-1.9546285,-1.8535513,-1.9428705
mmlu_high_school_european_history_row_162,high_school_european_history,Non-STEM,bad_question_clarity,-1.4838426,-1.6133709,-1.4280516,-1.7109277,-1.1866876
mmlu_high_school_european_history_row_163,high_school_european_history,Non-STEM,,-1.5041542,-1.4667678,-1.4647801,-1.4333032,-1.2344332
mmlu_high_school_european_history_row_164,high_school_european_history,Non-STEM,ok,3.1364164,0.07181827,2.5715628,2.3031976,1.9015895
mmlu_high_school_geography_row_0,high_school_geography,Non-STEM,,-1.0829921,-0.4236183,-1.1446979,-0.78928494,-0.36108157
mmlu_high_school_geography_row_1,high_school_geography,Non-STEM,,-1.50803,-1.1126735,-1.5145671,-1.3503269,-1.4374492
mmlu_high_school_geography_row_2,high_school_geography,Non-STEM,ok,-1.4086299,-1.1476582,-1.5215026,-0.9501194,-1.4619863
mmlu_high_school_geography_row_3,high_school_geography,Non-STEM,ok,5.4219494,2.8224332,5.6269183,3.4718976,3.5816665
mmlu_high_school_geography_row_4,high_school_geography,Non-STEM,ok,-0.4795187,0.77812916,-0.47539037,-0.4383509,-0.10237815
mmlu_high_school_geography_row_5,high_school_geography,Non-STEM,,-1.3882344,-1.0899913,-1.577732,-1.0526134,-1.1723248
mmlu_high_school_geography_row_6,high_school_geography,Non-STEM,,-0.15562649,-0.3562506,0.8244233,0.114670716,0.2377905
mmlu_high_school_geography_row_7,high_school_geography,Non-STEM,,-1.1680461,-0.9108972,-1.2083853,-0.831611,-0.78092355
mmlu_high_school_geography_row_8,high_school_geography,Non-STEM,ok,-1.3033832,-1.5056727,-0.90392566,-0.7806388,-0.728306
mmlu_high_school_geography_row_9,high_school_geography,Non-STEM,ok,-1.415481,-0.94247925,-1.5044062,-1.1945493,-1.1231388
mmlu_high_school_geography_row_10,high_school_geography,Non-STEM,ok,-1.7862546,-1.9948245,-1.638879,-1.2967311,-1.8121136
mmlu_high_school_geography_row_11,high_school_geography,Non-STEM,ok,-1.3737413,-1.0102506,-1.7099308,-0.89662015,-0.5927232
mmlu_high_school_geography_row_12,high_school_geography,Non-STEM,ok,-1.5835084,-1.4124019,-1.5240152,-1.3321115,-1.3957963
mmlu_high_school_geography_row_13,high_school_geography,Non-STEM,,-1.4073591,-1.0108354,-1.4226997,-1.1129873,-1.3475318
mmlu_high_school_geography_row_14,high_school_geography,Non-STEM,,-2.310193,-0.71578366,-2.123291,-1.3418508,-1.1006292
mmlu_high_school_geography_row_15,high_school_geography,Non-STEM,,-0.96317655,-0.60231894,-0.9755648,-0.72383165,-0.6023547
mmlu_high_school_geography_row_16,high_school_geography,Non-STEM,ok,-1.6791021,-1.3141476,-1.7720277,-1.8759923,-1.6173658
mmlu_high_school_geography_row_17,high_school_geography,Non-STEM,,-0.9029763,-0.39555678,-0.84138066,-0.5706886,-0.43279228
mmlu_high_school_geography_row_18,high_school_geography,Non-STEM,ok,-1.5399231,-1.5794085,-1.5556228,-1.6809486,-1.3603413
mmlu_high_school_geography_row_19,high_school_geography,Non-STEM,ok,-1.3050184,-0.9253975,-1.3796118,-1.1371185,-1.3987409
mmlu_high_school_geography_row_20,high_school_geography,Non-STEM,ok,-1.5277299,-1.3068821,-1.565986,-1.5955892,-1.4689276
mmlu_high_school_geography_row_21,high_school_geography,Non-STEM,,-1.0130322,-0.70394105,-0.9800554,-0.8900126,-0.85361373
mmlu_high_school_geography_row_22,high_school_geography,Non-STEM,ok,-1.0132366,-0.29796708,-1.0200875,-0.996665,-0.4224328
mmlu_high_school_geography_row_23,high_school_geography,Non-STEM,,0.36106157,0.759784,0.6671878,0.8853629,0.99446034
mmlu_high_school_geography_row_24,high_school_geography,Non-STEM,ok,-1.5774364,-1.3223754,-1.6416696,-1.5413743,-1.4990938
mmlu_high_school_geography_row_25,high_school_geography,Non-STEM,ok,-2.0599241,-2.3347578,-2.0171554,-2.0491235,-2.1366014
mmlu_high_school_geography_row_26,high_school_geography,Non-STEM,,-1.6606292,-1.703725,-1.791116,-1.8051699,-1.5640746
mmlu_high_school_geography_row_27,high_school_geography,Non-STEM,ok,5.6242456,3.132546,4.688945,3.5784707,3.411812
mmlu_high_school_geography_row_28,high_school_geography,Non-STEM,,-1.529597,-1.1830807,-1.7627293,-1.1282372,-1.5103915
mmlu_high_school_geography_row_29,high_school_geography,Non-STEM,,-1.6764313,-1.7214751,-1.5430956,-1.3492137,-1.508585
mmlu_high_school_geography_row_30,high_school_geography,Non-STEM,,-1.4088398,-1.1501999,-1.1883017,-0.7760859,-1.02573
mmlu_high_school_geography_row_31,high_school_geography,Non-STEM,ok,0.5550688,0.81414235,1.5521369,0.7373022,1.3192354
mmlu_high_school_geography_row_32,high_school_geography,Non-STEM,ok,-1.121496,0.09335639,-1.5364454,-0.58856463,-0.52883285
mmlu_high_school_geography_row_33,high_school_geography,Non-STEM,,-0.8197366,-0.4682026,-0.8087685,-0.6488191,-0.47514504
mmlu_high_school_geography_row_34,high_school_geography,Non-STEM,,-0.77372515,-0.0057270704,-0.7939399,-0.5388343,-0.24103034
mmlu_high_school_geography_row_35,high_school_geography,Non-STEM,,1.372257,2.7757523,3.863522,1.601169,2.0819561
mmlu_high_school_geography_row_36,high_school_geography,Non-STEM,,-0.45635325,-0.12058841,-0.26779914,-0.03137187,-0.25612667
mmlu_high_school_geography_row_37,high_school_geography,Non-STEM,,-1.4254594,-1.2844507,-1.47315,-1.1552752,-1.2584625
mmlu_high_school_geography_row_38,high_school_geography,Non-STEM,ok,-1.3055019,0.37970477,-1.2902808,-0.88907874,-0.644675
mmlu_high_school_geography_row_39,high_school_geography,Non-STEM,ok,-1.4675918,-1.3219426,-1.5820475,-1.5534875,-1.3320214
mmlu_high_school_geography_row_40,high_school_geography,Non-STEM,,-2.0713313,-2.3461668,-2.0401595,-1.9185908,-2.0392587
mmlu_high_school_geography_row_41,high_school_geography,Non-STEM,ok,-2.8545818,-1.3949033,-3.717691,-1.6818514,-1.0399017
mmlu_high_school_geography_row_42,high_school_geography,Non-STEM,,-1.4666631,-1.0540166,-1.5545034,-1.548993,-1.1335715
mmlu_high_school_geography_row_43,high_school_geography,Non-STEM,ok,-0.9623104,-0.68055767,-0.9291516,-0.9378479,-0.57583076
mmlu_high_school_geography_row_44,high_school_geography,Non-STEM,ok,-1.3377428,-0.950006,-1.3823148,-0.9716322,-0.8828577
mmlu_high_school_geography_row_45,high_school_geography,Non-STEM,ok,-1.1719253,-0.8577262,-1.1734767,-0.8566052,-0.76051843
mmlu_high_school_geography_row_46,high_school_geography,Non-STEM,ok,-1.1349343,-0.95251733,-0.8469796,0.02184363,-0.7434502
mmlu_high_school_geography_row_47,high_school_geography,Non-STEM,ok,-2.4955304,-1.727551,-0.85280275,-0.046371486,-0.9913973
mmlu_high_school_geography_row_48,high_school_geography,Non-STEM,ok,-0.436312,2.1218243,-0.4913729,-0.19319214,0.19834699
mmlu_high_school_geography_row_49,high_school_geography,Non-STEM,,-1.5366664,-1.5843332,-1.5740266,-1.3767294,-1.252908
mmlu_high_school_geography_row_50,high_school_geography,Non-STEM,,-2.0013127,-2.2868686,-1.8437439,-1.816652,-1.8554745
mmlu_high_school_geography_row_51,high_school_geography,Non-STEM,,-1.30551,-1.0880243,-1.3485808,-0.84203017,-1.0673975
mmlu_high_school_geography_row_52,high_school_geography,Non-STEM,ok,-1.1686205,-0.9407742,-1.0992568,-0.8990878,-0.8330202
mmlu_high_school_geography_row_53,high_school_geography,Non-STEM,,4.1936765,3.0704224,3.8732867,2.8505077,3.05974
mmlu_high_school_geography_row_54,high_school_geography,Non-STEM,,-1.0976439,-0.29534012,-1.2290868,-1.0564134,-1.0231559
mmlu_high_school_geography_row_55,high_school_geography,Non-STEM,ok,2.2451537,2.3230634,3.6323795,1.8958153,2.2717793
mmlu_high_school_geography_row_56,high_school_geography,Non-STEM,,-1.8729267,-1.949507,-1.8202809,-1.5736314,-1.8820286
mmlu_high_school_geography_row_57,high_school_geography,Non-STEM,,-1.3223106,-0.9605596,-1.4727743,-1.2019473,-0.7907164
mmlu_high_school_geography_row_58,high_school_geography,Non-STEM,,-1.4465201,-1.1243054,-1.4950829,-1.4328856,-1.1626878
mmlu_high_school_geography_row_59,high_school_geography,Non-STEM,,-1.7153783,-1.7426753,-1.6267982,-1.1357143,-1.5824041
mmlu_high_school_geography_row_60,high_school_geography,Non-STEM,,5.883616,3.1219437,5.039092,3.7115586,3.3264122
mmlu_high_school_geography_row_61,high_school_geography,Non-STEM,,-0.5330358,-0.36947387,-0.35620862,-0.35302356,0.01271776
mmlu_high_school_geography_row_62,high_school_geography,Non-STEM,,-0.5659954,-0.8013719,-0.2192588,-0.08465631,-0.22920583
mmlu_high_school_geography_row_63,high_school_geography,Non-STEM,,-1.123619,-0.4426358,-1.127696,-0.80134934,-0.8933194
mmlu_high_school_geography_row_64,high_school_geography,Non-STEM,,0.9499718,1.4143995,1.2657791,1.3596298,0.8791195
mmlu_high_school_geography_row_65,high_school_geography,Non-STEM,,-1.5945977,-1.3568406,-1.7570866,-1.4977202,-1.6473447
mmlu_high_school_geography_row_66,high_school_geography,Non-STEM,ok,-1.5105724,-1.1266826,-1.5817441,-1.4434987,-1.3191569
mmlu_high_school_geography_row_67,high_school_geography,Non-STEM,ok,-1.3631228,-1.4449141,-1.3786988,-1.2673047,-1.1470648
mmlu_high_school_geography_row_68,high_school_geography,Non-STEM,ok,-0.7155509,-0.55996114,-0.70513374,-0.45562413,-0.8189281
mmlu_high_school_geography_row_69,high_school_geography,Non-STEM,ok,-0.9996469,-0.8408474,-0.8873287,-0.53344643,-0.9131566
mmlu_high_school_geography_row_70,high_school_geography,Non-STEM,,-1.6701654,-1.6374084,-1.7382444,-1.7273427,-1.6839536
mmlu_high_school_geography_row_71,high_school_geography,Non-STEM,ok,-1.9031044,-1.7806801,-1.6750222,-0.99469435,-1.7060603
mmlu_high_school_geography_row_72,high_school_geography,Non-STEM,,-1.2018867,-0.92375475,-1.1606184,-1.0682633,-0.82711864
mmlu_high_school_geography_row_73,high_school_geography,Non-STEM,ok,-1.3944842,-0.73729074,-1.632352,-1.4329616,-1.1280361
mmlu_high_school_geography_row_74,high_school_geography,Non-STEM,ok,-0.7446878,-0.02146823,-0.6797954,-0.30343908,-0.30227625
mmlu_high_school_geography_row_75,high_school_geography,Non-STEM,,0.31154165,-0.4157999,1.5323263,0.7875754,0.7019758
mmlu_high_school_geography_row_76,high_school_geography,Non-STEM,,-1.614721,-1.3643343,-1.7343574,-1.6809591,-1.5431048
mmlu_high_school_geography_row_77,high_school_geography,Non-STEM,,-1.2582045,-0.7792328,-1.5084933,-1.0372945,-1.1021148
mmlu_high_school_geography_row_78,high_school_geography,Non-STEM,ok,-1.3089057,-1.475963,-1.027413,-0.43024066,-0.76503474
mmlu_high_school_geography_row_79,high_school_geography,Non-STEM,ok,-1.4053544,-1.0078129,-1.4959029,-1.0856439,-1.1670586
mmlu_high_school_geography_row_80,high_school_geography,Non-STEM,,-0.99334884,0.93809927,-1.601835,0.13267563,-0.25457057
mmlu_high_school_geography_row_81,high_school_geography,Non-STEM,ok,-1.4636929,-1.2795835,-1.5225214,-1.5874435,-1.1425896
mmlu_high_school_geography_row_82,high_school_geography,Non-STEM,ok,-1.2957776,-1.1233003,-1.2128928,-0.9514883,-1.0577744
mmlu_high_school_geography_row_83,high_school_geography,Non-STEM,ok,-1.4081188,-1.299707,-1.4865785,-1.4751257,-1.1727716
mmlu_high_school_geography_row_84,high_school_geography,Non-STEM,ok,0.21472876,1.0141704,0.33529562,0.3717668,0.51039433
mmlu_high_school_geography_row_85,high_school_geography,Non-STEM,ok,-1.732363,-1.5459782,-1.9466422,-1.7198765,-2.04253
mmlu_high_school_geography_row_86,high_school_geography,Non-STEM,ok,-1.1636838,-1.2691307,-1.2737433,-0.58613414,-0.6865568
mmlu_high_school_geography_row_87,high_school_geography,Non-STEM,,-0.99873894,-0.64817363,-0.8859153,-0.67809755,-0.7724644
mmlu_high_school_geography_row_88,high_school_geography,Non-STEM,,-0.95262927,-0.48032647,-1.0535347,-0.5899539,-1.3130466
mmlu_high_school_geography_row_89,high_school_geography,Non-STEM,,-0.7005343,-0.8693999,-0.7159766,-0.56353414,-0.332741
mmlu_high_school_geography_row_90,high_school_geography,Non-STEM,ok,-0.10143723,-0.33875003,0.4171232,0.31961408,0.15856893
mmlu_high_school_geography_row_91,high_school_geography,Non-STEM,,-0.5114501,-0.2964656,-0.4527298,-0.49195206,0.04862539
mmlu_high_school_geography_row_92,high_school_geography,Non-STEM,,-1.6396532,-1.5826877,-1.7699516,-1.6200938,-1.8821654
mmlu_high_school_geography_row_93,high_school_geography,Non-STEM,,-1.489126,-1.7416826,-1.4264203,-1.2970258,-1.4328563
mmlu_high_school_geography_row_94,high_school_geography,Non-STEM,ok,-0.9964425,-0.56028473,-0.9709557,-0.82581556,-0.46243793
mmlu_high_school_geography_row_95,high_school_geography,Non-STEM,,-1.4474598,-0.8933051,-1.7819184,-1.4207605,-1.2361032
mmlu_high_school_geography_row_96,high_school_geography,Non-STEM,,-0.8812642,-0.036372658,-0.9893325,-0.88284564,-0.3688978
mmlu_high_school_geography_row_97,high_school_geography,Non-STEM,,-1.1552666,1.4674752,-1.4228157,-0.9333834,-0.47226545
mmlu_high_school_geography_row_98,high_school_geography,Non-STEM,ok,-1.3622191,-1.2626767,-1.4014821,-1.2698208,-1.2835824
mmlu_high_school_geography_row_99,high_school_geography,Non-STEM,ok,-1.4430307,-1.5255895,-1.4049466,-1.4194143,-1.4188496
mmlu_high_school_geography_row_100,high_school_geography,Non-STEM,,-1.526824,-1.3498662,-1.6185044,-1.5087427,-1.3493711
mmlu_high_school_geography_row_101,high_school_geography,Non-STEM,ok,-1.2908932,-1.0071919,-1.2836039,-0.9527952,-1.0839807
mmlu_high_school_geography_row_102,high_school_geography,Non-STEM,ok,-1.6403983,-1.4887149,-1.7779315,-1.7697254,-1.2989175
mmlu_high_school_geography_row_103,high_school_geography,Non-STEM,ok,-1.6160716,-1.2751219,-1.7405111,-1.5996169,-1.3939006
mmlu_high_school_geography_row_104,high_school_geography,Non-STEM,ok,-1.7251447,-1.6266832,-1.6486443,-1.6735485,-1.4511387
mmlu_high_school_geography_row_105,high_school_geography,Non-STEM,,-1.3102583,-0.9425572,-1.3159137,-1.1104573,-0.90723705
mmlu_high_school_geography_row_106,high_school_geography,Non-STEM,ok,-2.15267,-2.0343742,-2.3226535,-1.509535,-2.0387704
mmlu_high_school_geography_row_107,high_school_geography,Non-STEM,ok,-1.4746745,-1.2083579,-1.5629421,-1.2874997,-1.2280434
mmlu_high_school_geography_row_108,high_school_geography,Non-STEM,ok,1.2758677,0.61781734,1.1243566,1.2958766,1.2843331
mmlu_high_school_geography_row_109,high_school_geography,Non-STEM,,-1.3427324,-1.1091733,-1.422463,-1.1185533,-0.8834609
mmlu_high_school_geography_row_110,high_school_geography,Non-STEM,ok,-1.3826785,-1.1982723,-1.4918609,-1.1192871,-1.7337611
mmlu_high_school_geography_row_111,high_school_geography,Non-STEM,ok,-1.7053959,-1.828138,-1.848119,-1.8645747,-1.6280726
mmlu_high_school_geography_row_112,high_school_geography,Non-STEM,,-1.4132962,-1.0631945,-1.5073693,-1.2280568,-1.1074169
mmlu_high_school_geography_row_113,high_school_geography,Non-STEM,ok,-1.4521312,-1.5887071,-1.5394791,-1.3724947,-1.1090763
