question_id,difficulty_rasch
mmlu_econometrics_row_53,-1.4352407
mmlu_econometrics_row_54,0.6581937
mmlu_econometrics_row_55,1.189772
mmlu_econometrics_row_56,-1.1443968
mmlu_econometrics_row_57,-2.4674983
mmlu_econometrics_row_58,0.75544095
mmlu_econometrics_row_59,1.0742297
mmlu_econometrics_row_60,-2.0921853
mmlu_econometrics_row_61,3.2468054
mmlu_econometrics_row_62,0.18696328
mmlu_econometrics_row_63,0.5332296
mmlu_econometrics_row_64,2.2492025
mmlu_econometrics_row_65,0.41348827
mmlu_econometrics_row_66,2.1982358
mmlu_econometrics_row_67,1.4322792
mmlu_econometrics_row_68,0.62763554
mmlu_econometrics_row_69,0.38531962
mmlu_econometrics_row_70,4.1424904
mmlu_econometrics_row_71,4.1652064
mmlu_econometrics_row_72,0.09479806
mmlu_econometrics_row_73,-1.2474692
mmlu_econometrics_row_74,-2.0298648
mmlu_econometrics_row_75,-0.2597899
mmlu_econometrics_row_76,1.3082213
mmlu_econometrics_row_77,-0.05785074
mmlu_econometrics_row_78,2.6487184
mmlu_econometrics_row_79,-0.89671135
mmlu_econometrics_row_80,0.21440841
mmlu_econometrics_row_81,-0.7068843
mmlu_econometrics_row_82,1.8574591
mmlu_econometrics_row_83,2.2261236
mmlu_econometrics_row_84,3.2365282
mmlu_econometrics_row_85,0.00040875934
mmlu_econometrics_row_86,-1.9003673
mmlu_econometrics_row_87,-0.3557353
mmlu_econometrics_row_88,-0.20300673
mmlu_econometrics_row_89,-0.33940837
mmlu_econometrics_row_90,0.3885397
mmlu_econometrics_row_91,3.5610626
mmlu_econometrics_row_92,0.90858227
mmlu_econometrics_row_93,-0.031100819
mmlu_econometrics_row_94,-0.6452482
mmlu_econometrics_row_95,-0.13197431
mmlu_econometrics_row_96,-0.5395756
mmlu_econometrics_row_97,0.92641294
mmlu_econometrics_row_98,4.30413
mmlu_econometrics_row_99,1.4360801
mmlu_econometrics_row_100,1.5839965
mmlu_econometrics_row_101,-1.2410123
mmlu_econometrics_row_102,2.6125824
mmlu_econometrics_row_103,1.2598927
mmlu_econometrics_row_104,1.9809967
mmlu_econometrics_row_105,1.4470457
mmlu_econometrics_row_106,-1.8218536
mmlu_econometrics_row_107,0.2472648
mmlu_econometrics_row_108,0.18444109
mmlu_econometrics_row_109,1.1761539
mmlu_econometrics_row_110,1.6378043
mmlu_econometrics_row_111,3.9986959
mmlu_econometrics_row_112,-1.8341104
mmlu_econometrics_row_113,1.0839796
mmlu_electrical_engineering_row_0,-1.44996
mmlu_electrical_engineering_row_1,1.4570454
mmlu_electrical_engineering_row_2,0.664371
mmlu_electrical_engineering_row_3,1.5550778
mmlu_electrical_engineering_row_4,0.5880286
mmlu_electrical_engineering_row_5,1.5257396
mmlu_electrical_engineering_row_6,1.9510648
mmlu_electrical_engineering_row_7,-1.7857361
mmlu_electrical_engineering_row_8,2.7888064
mmlu_electrical_engineering_row_9,1.8572664
mmlu_electrical_engineering_row_10,-0.76742625
mmlu_electrical_engineering_row_11,5.2783847
mmlu_electrical_engineering_row_12,1.3083525
mmlu_electrical_engineering_row_13,0.5690839
mmlu_electrical_engineering_row_14,1.837354
mmlu_electrical_engineering_row_15,-0.39942297
mmlu_electrical_engineering_row_16,-1.6408943
mmlu_electrical_engineering_row_17,0.054681506
mmlu_electrical_engineering_row_18,0.60926765
mmlu_electrical_engineering_row_19,0.69923526
mmlu_electrical_engineering_row_20,-1.5227858
mmlu_electrical_engineering_row_21,-0.6859248
mmlu_electrical_engineering_row_22,-0.29832512
mmlu_electrical_engineering_row_23,0.15230015
mmlu_electrical_engineering_row_24,-1.1600105
mmlu_electrical_engineering_row_25,-1.9573088
mmlu_electrical_engineering_row_26,1.2206813
mmlu_electrical_engineering_row_27,-1.7998908
mmlu_electrical_engineering_row_28,-0.7367066
mmlu_electrical_engineering_row_29,-0.088139676
mmlu_electrical_engineering_row_30,2.2944183
mmlu_electrical_engineering_row_31,0.4883997
mmlu_electrical_engineering_row_32,-1.4973677
mmlu_electrical_engineering_row_33,-0.028606098
mmlu_electrical_engineering_row_34,0.48694447
mmlu_electrical_engineering_row_35,1.6501801
mmlu_electrical_engineering_row_36,-2.16822
mmlu_electrical_engineering_row_37,-2.247857
mmlu_electrical_engineering_row_38,0.4368717
mmlu_electrical_engineering_row_39,-0.31195673
mmlu_electrical_engineering_row_40,2.2136521
mmlu_electrical_engineering_row_41,0.126473
mmlu_electrical_engineering_row_42,3.3304958
mmlu_electrical_engineering_row_43,-2.1873226
mmlu_electrical_engineering_row_44,-0.5326018
mmlu_electrical_engineering_row_45,-2.4492698
mmlu_electrical_engineering_row_46,-0.2771124
mmlu_electrical_engineering_row_47,0.4814443
mmlu_electrical_engineering_row_48,-1.3047975
mmlu_electrical_engineering_row_49,0.7941378
mmlu_electrical_engineering_row_50,3.6579533
mmlu_electrical_engineering_row_51,0.0041024606
mmlu_electrical_engineering_row_52,-1.7703897
mmlu_electrical_engineering_row_53,-0.53934103
mmlu_electrical_engineering_row_54,-2.02933
mmlu_electrical_engineering_row_55,-1.6042078
mmlu_electrical_engineering_row_56,-0.050595812
mmlu_electrical_engineering_row_57,-2.1638734
mmlu_electrical_engineering_row_58,-1.9292825
mmlu_electrical_engineering_row_59,4.4954486
mmlu_electrical_engineering_row_60,0.5330596
mmlu_electrical_engineering_row_61,0.58157724
mmlu_electrical_engineering_row_62,-0.8302853
mmlu_electrical_engineering_row_63,2.1808891
mmlu_electrical_engineering_row_64,-1.931942
mmlu_electrical_engineering_row_65,0.13668934
mmlu_electrical_engineering_row_66,3.4422398
mmlu_electrical_engineering_row_67,1.7232902
mmlu_electrical_engineering_row_68,2.1074836
mmlu_electrical_engineering_row_69,1.4966831
mmlu_electrical_engineering_row_70,-0.08648226
mmlu_electrical_engineering_row_71,3.030137
mmlu_electrical_engineering_row_72,-0.4431918
mmlu_electrical_engineering_row_73,-0.97551936
mmlu_electrical_engineering_row_74,2.217404
mmlu_electrical_engineering_row_75,-2.0840547
mmlu_electrical_engineering_row_76,-0.12984501
mmlu_electrical_engineering_row_77,-2.5029793
mmlu_electrical_engineering_row_78,-1.2566419
mmlu_electrical_engineering_row_79,3.4503553
mmlu_electrical_engineering_row_80,0.8027378
mmlu_electrical_engineering_row_81,-1.8909172
mmlu_electrical_engineering_row_82,-0.9941081
mmlu_electrical_engineering_row_83,-1.8597726
mmlu_electrical_engineering_row_84,-1.5384017
mmlu_electrical_engineering_row_85,0.46007922
mmlu_electrical_engineering_row_86,1.1025257
mmlu_electrical_engineering_row_87,1.908585
mmlu_electrical_engineering_row_88,-2.1340256
mmlu_electrical_engineering_row_89,-1.1810515
mmlu_electrical_engineering_row_90,-1.3737041
mmlu_electrical_engineering_row_91,-2.1608996
mmlu_electrical_engineering_row_92,1.3588438
mmlu_electrical_engineering_row_93,1.7914759
mmlu_electrical_engineering_row_94,0.9080074
mmlu_electrical_engineering_row_95,-0.6569803
mmlu_electrical_engineering_row_96,-1.9133294
mmlu_electrical_engineering_row_97,-0.22637907
mmlu_electrical_engineering_row_98,0.119930245
mmlu_electrical_engineering_row_99,-1.7039644
mmlu_electrical_engineering_row_100,-1.5333577
mmlu_electrical_engineering_row_101,-1.9942673
mmlu_electrical_engineering_row_102,-0.7564621
mmlu_electrical_engineering_row_103,1.8237269
mmlu_electrical_engineering_row_104,-1.8887528
mmlu_electrical_engineering_row_105,4.5687675
mmlu_electrical_engineering_row_106,-0.85235095
mmlu_electrical_engineering_row_107,-1.3740658
mmlu_electrical_engineering_row_108,2.114207
mmlu_electrical_engineering_row_109,0.35433763
mmlu_electrical_engineering_row_110,2.0579877
mmlu_electrical_engineering_row_111,-2.6230867
mmlu_electrical_engineering_row_112,-1.8510573
mmlu_electrical_engineering_row_113,1.8775887
mmlu_electrical_engineering_row_114,-1.1416391
mmlu_electrical_engineering_row_115,1.1533852
mmlu_electrical_engineering_row_116,-2.339564
mmlu_electrical_engineering_row_117,1.2954558
mmlu_electrical_engineering_row_118,0.6530515
mmlu_electrical_engineering_row_119,-2.8761477
mmlu_electrical_engineering_row_120,2.245011
mmlu_electrical_engineering_row_121,-3.0787158
mmlu_electrical_engineering_row_122,-1.9744083
mmlu_electrical_engineering_row_123,-1.0054135
mmlu_electrical_engineering_row_124,-0.8616772
mmlu_electrical_engineering_row_125,1.2800608
mmlu_electrical_engineering_row_126,-0.10705083
mmlu_electrical_engineering_row_127,-1.014205
mmlu_electrical_engineering_row_128,1.4633526
mmlu_electrical_engineering_row_129,1.548174
mmlu_electrical_engineering_row_130,-1.727588
mmlu_electrical_engineering_row_131,0.10135691
mmlu_electrical_engineering_row_132,-1.6796273
mmlu_electrical_engineering_row_133,-0.09470485
mmlu_electrical_engineering_row_134,1.0883175
mmlu_electrical_engineering_row_135,2.648354
mmlu_electrical_engineering_row_136,-0.32457164
mmlu_electrical_engineering_row_137,2.139373
mmlu_electrical_engineering_row_138,2.925687
mmlu_electrical_engineering_row_139,0.21953566
mmlu_electrical_engineering_row_140,-2.1280673
mmlu_electrical_engineering_row_141,1.1392938
mmlu_electrical_engineering_row_142,2.1796947
mmlu_electrical_engineering_row_143,-0.79990125
mmlu_electrical_engineering_row_144,2.86783
mmlu_elementary_mathematics_row_0,2.2796671
mmlu_elementary_mathematics_row_1,0.6076913
mmlu_elementary_mathematics_row_2,1.5464882
mmlu_elementary_mathematics_row_3,1.1596974
mmlu_elementary_mathematics_row_4,-0.2541443
mmlu_elementary_mathematics_row_5,0.3925055
mmlu_elementary_mathematics_row_6,1.0651457
mmlu_elementary_mathematics_row_7,1.3567533
mmlu_elementary_mathematics_row_8,-0.21183944
mmlu_elementary_mathematics_row_9,0.75630724
mmlu_elementary_mathematics_row_10,0.4653511
mmlu_elementary_mathematics_row_11,3.8643138
mmlu_elementary_mathematics_row_12,0.41677782
mmlu_elementary_mathematics_row_13,0.8150527
mmlu_elementary_mathematics_row_14,4.445087
mmlu_elementary_mathematics_row_15,0.37785852
mmlu_elementary_mathematics_row_16,1.3119881
mmlu_elementary_mathematics_row_17,-1.6896076
mmlu_elementary_mathematics_row_18,1.2945735
mmlu_elementary_mathematics_row_19,3.062468
mmlu_elementary_mathematics_row_20,1.0716026
mmlu_elementary_mathematics_row_21,0.8160967
mmlu_elementary_mathematics_row_22,-1.3663423
mmlu_elementary_mathematics_row_23,-0.4839692
mmlu_elementary_mathematics_row_24,1.2498312
mmlu_elementary_mathematics_row_25,2.655697
mmlu_elementary_mathematics_row_26,1.7646396
mmlu_elementary_mathematics_row_27,3.7080488
mmlu_elementary_mathematics_row_28,-2.6163685
mmlu_elementary_mathematics_row_29,-1.9219532
mmlu_elementary_mathematics_row_30,3.104009
mmlu_elementary_mathematics_row_31,2.0159342
mmlu_elementary_mathematics_row_32,2.6584647
mmlu_elementary_mathematics_row_33,1.0284119
mmlu_elementary_mathematics_row_34,1.7884098
mmlu_elementary_mathematics_row_35,-1.8787837
mmlu_elementary_mathematics_row_36,-0.0150337
mmlu_elementary_mathematics_row_37,-1.0646762
mmlu_elementary_mathematics_row_38,1.1914252
mmlu_elementary_mathematics_row_39,2.3489892
mmlu_elementary_mathematics_row_40,-1.3748195
mmlu_elementary_mathematics_row_41,2.8473253
mmlu_elementary_mathematics_row_42,-0.61262256
mmlu_elementary_mathematics_row_43,1.9593375
mmlu_elementary_mathematics_row_44,3.2944388
mmlu_elementary_mathematics_row_45,1.0937861
mmlu_elementary_mathematics_row_46,1.1579599
mmlu_elementary_mathematics_row_47,2.119313
mmlu_elementary_mathematics_row_48,1.9124134
mmlu_elementary_mathematics_row_49,-1.0756962
mmlu_elementary_mathematics_row_50,1.5728906
mmlu_elementary_mathematics_row_51,2.4507122
mmlu_elementary_mathematics_row_52,1.5198493
mmlu_elementary_mathematics_row_53,-2.9108531
mmlu_elementary_mathematics_row_54,-1.5068245
mmlu_elementary_mathematics_row_55,1.252311
mmlu_elementary_mathematics_row_56,3.6308527
mmlu_elementary_mathematics_row_57,-2.757506
mmlu_elementary_mathematics_row_58,1.8176429
mmlu_elementary_mathematics_row_59,1.2269504
mmlu_elementary_mathematics_row_60,0.7859277
mmlu_elementary_mathematics_row_61,-2.0984979
mmlu_elementary_mathematics_row_62,-0.48066172
mmlu_elementary_mathematics_row_63,2.254664
mmlu_elementary_mathematics_row_64,4.808733
mmlu_elementary_mathematics_row_65,0.6280728
mmlu_elementary_mathematics_row_66,3.7856538
mmlu_elementary_mathematics_row_67,1.8309562
mmlu_elementary_mathematics_row_68,1.4460508
mmlu_elementary_mathematics_row_69,1.1226158
mmlu_elementary_mathematics_row_70,0.9495132
mmlu_elementary_mathematics_row_71,2.1954496
mmlu_elementary_mathematics_row_72,0.68829906
mmlu_elementary_mathematics_row_73,-1.2935084
mmlu_elementary_mathematics_row_74,-0.6950445
mmlu_elementary_mathematics_row_75,2.9634817
mmlu_elementary_mathematics_row_76,0.76264507
mmlu_elementary_mathematics_row_77,0.12348451
mmlu_elementary_mathematics_row_78,1.991786
mmlu_elementary_mathematics_row_79,-1.4442664
mmlu_elementary_mathematics_row_80,1.9782798
mmlu_elementary_mathematics_row_81,-1.8294443
mmlu_elementary_mathematics_row_82,1.8975952
mmlu_elementary_mathematics_row_83,2.331963
mmlu_elementary_mathematics_row_84,-1.9568324
mmlu_elementary_mathematics_row_85,2.412076
mmlu_elementary_mathematics_row_86,0.6370202
mmlu_elementary_mathematics_row_87,1.6270754
mmlu_elementary_mathematics_row_88,1.2872889
mmlu_elementary_mathematics_row_89,1.1703982
mmlu_elementary_mathematics_row_90,-0.5751839
mmlu_elementary_mathematics_row_91,1.7445152
mmlu_elementary_mathematics_row_92,0.6317937
mmlu_elementary_mathematics_row_93,0.14310044
mmlu_elementary_mathematics_row_94,2.2292178
mmlu_elementary_mathematics_row_95,3.1296349
mmlu_elementary_mathematics_row_96,0.6884555
mmlu_elementary_mathematics_row_97,-1.6443288
mmlu_elementary_mathematics_row_98,1.7766367
mmlu_elementary_mathematics_row_99,-0.08444719
mmlu_elementary_mathematics_row_100,1.7472614
mmlu_elementary_mathematics_row_101,2.4603581
mmlu_elementary_mathematics_row_102,0.007951495
mmlu_elementary_mathematics_row_103,-0.8960236
mmlu_elementary_mathematics_row_104,2.7318482
mmlu_elementary_mathematics_row_105,1.7318132
mmlu_elementary_mathematics_row_106,0.535932
mmlu_elementary_mathematics_row_107,1.3748488
mmlu_elementary_mathematics_row_108,2.314386
mmlu_elementary_mathematics_row_109,-1.9238781
mmlu_elementary_mathematics_row_110,0.32359928
mmlu_elementary_mathematics_row_111,0.23424518
mmlu_elementary_mathematics_row_112,0.95632505
mmlu_elementary_mathematics_row_113,0.24318227
mmlu_elementary_mathematics_row_114,1.6436776
mmlu_elementary_mathematics_row_115,2.5855343
mmlu_elementary_mathematics_row_116,-0.19748397
mmlu_elementary_mathematics_row_117,1.6234583
mmlu_elementary_mathematics_row_118,1.7403538
mmlu_elementary_mathematics_row_119,1.1166215
mmlu_elementary_mathematics_row_120,-0.025378477
mmlu_elementary_mathematics_row_121,2.534918
mmlu_elementary_mathematics_row_122,-1.2730125
mmlu_elementary_mathematics_row_123,-1.4956094
mmlu_elementary_mathematics_row_124,1.8682538
mmlu_elementary_mathematics_row_125,1.7810221
mmlu_elementary_mathematics_row_126,-1.0094014
mmlu_elementary_mathematics_row_127,0.45961186
mmlu_elementary_mathematics_row_128,1.451372
mmlu_elementary_mathematics_row_129,3.426935
mmlu_elementary_mathematics_row_130,2.7306721
mmlu_elementary_mathematics_row_131,2.3640893
mmlu_elementary_mathematics_row_132,-2.4426246
mmlu_elementary_mathematics_row_133,0.6148675
mmlu_elementary_mathematics_row_134,2.3506606
mmlu_elementary_mathematics_row_135,2.7685697
mmlu_elementary_mathematics_row_136,-0.924567
mmlu_elementary_mathematics_row_137,2.7458208
mmlu_elementary_mathematics_row_138,2.024208
mmlu_elementary_mathematics_row_139,0.7396287
mmlu_elementary_mathematics_row_140,1.5092419
mmlu_elementary_mathematics_row_141,2.0649822
mmlu_elementary_mathematics_row_142,1.4272901
mmlu_elementary_mathematics_row_143,-2.3317912
mmlu_elementary_mathematics_row_144,-1.4279654
mmlu_elementary_mathematics_row_145,-0.04394696
mmlu_elementary_mathematics_row_146,2.60472
mmlu_elementary_mathematics_row_147,-0.65338755
mmlu_elementary_mathematics_row_148,1.3308549
mmlu_elementary_mathematics_row_149,-1.9209342
mmlu_elementary_mathematics_row_150,-1.2790825
mmlu_elementary_mathematics_row_151,0.94775784
mmlu_elementary_mathematics_row_152,1.0934724
mmlu_elementary_mathematics_row_153,-1.4393704
mmlu_elementary_mathematics_row_154,2.281992
mmlu_elementary_mathematics_row_155,2.5136545
mmlu_elementary_mathematics_row_156,1.4794883
mmlu_elementary_mathematics_row_157,0.84277004
mmlu_elementary_mathematics_row_158,0.37533683
mmlu_elementary_mathematics_row_159,-0.73239726
mmlu_elementary_mathematics_row_160,0.5635069
mmlu_elementary_mathematics_row_161,-1.5466766
mmlu_elementary_mathematics_row_162,2.2573078
mmlu_elementary_mathematics_row_163,2.7177896
mmlu_elementary_mathematics_row_164,0.24766104
mmlu_elementary_mathematics_row_165,-1.4151303
mmlu_elementary_mathematics_row_166,1.1829427
mmlu_elementary_mathematics_row_167,2.9876654
mmlu_elementary_mathematics_row_168,0.366689
mmlu_elementary_mathematics_row_169,0.03215959
mmlu_elementary_mathematics_row_170,-0.8912182
mmlu_elementary_mathematics_row_171,-1.2292619
mmlu_elementary_mathematics_row_172,0.10052288
mmlu_elementary_mathematics_row_173,2.0227513
mmlu_elementary_mathematics_row_174,1.4005808
mmlu_elementary_mathematics_row_175,-1.110529
mmlu_elementary_mathematics_row_176,1.3373632
mmlu_elementary_mathematics_row_177,0.98644996
mmlu_elementary_mathematics_row_178,1.7364553
mmlu_elementary_mathematics_row_179,0.096650206
mmlu_elementary_mathematics_row_180,0.8374216
mmlu_elementary_mathematics_row_181,1.1408607
mmlu_elementary_mathematics_row_182,1.6119387
mmlu_elementary_mathematics_row_183,0.91389984
mmlu_elementary_mathematics_row_184,1.801389
mmlu_elementary_mathematics_row_185,3.5674527
mmlu_elementary_mathematics_row_186,2.4696543
mmlu_elementary_mathematics_row_187,-0.21353722
mmlu_elementary_mathematics_row_188,-1.4541041
mmlu_elementary_mathematics_row_189,-0.9104527
mmlu_elementary_mathematics_row_190,2.4567595
mmlu_elementary_mathematics_row_191,-0.27922568
mmlu_elementary_mathematics_row_192,0.12608732
mmlu_elementary_mathematics_row_193,2.5343008
mmlu_elementary_mathematics_row_194,0.9750838
mmlu_elementary_mathematics_row_195,-0.7394674
mmlu_elementary_mathematics_row_196,0.64493304
mmlu_elementary_mathematics_row_197,-1.7738184
mmlu_elementary_mathematics_row_198,3.236945
mmlu_elementary_mathematics_row_199,1.6436956
mmlu_elementary_mathematics_row_200,1.1627626
mmlu_elementary_mathematics_row_201,0.3719019
mmlu_elementary_mathematics_row_202,-1.1728644
mmlu_elementary_mathematics_row_203,-1.6503117
mmlu_elementary_mathematics_row_204,0.9215208
mmlu_elementary_mathematics_row_205,1.9954803
mmlu_elementary_mathematics_row_206,1.0992217
mmlu_elementary_mathematics_row_207,0.33736148
mmlu_elementary_mathematics_row_208,1.8423882
mmlu_elementary_mathematics_row_209,0.7294882
mmlu_elementary_mathematics_row_210,1.4795421
mmlu_elementary_mathematics_row_211,1.5264336
mmlu_elementary_mathematics_row_212,0.8092544
mmlu_elementary_mathematics_row_213,0.7459379
mmlu_elementary_mathematics_row_214,1.3959291
mmlu_elementary_mathematics_row_215,0.5239577
mmlu_elementary_mathematics_row_216,1.5802314
mmlu_elementary_mathematics_row_217,1.9228587
mmlu_elementary_mathematics_row_218,-2.3537958
mmlu_elementary_mathematics_row_219,0.40059444
mmlu_elementary_mathematics_row_220,2.636201
mmlu_elementary_mathematics_row_221,2.4211361
mmlu_elementary_mathematics_row_222,1.8569372
mmlu_elementary_mathematics_row_223,-2.5460255
mmlu_elementary_mathematics_row_224,1.1710023
mmlu_elementary_mathematics_row_225,-0.101500995
mmlu_elementary_mathematics_row_226,1.5555888
mmlu_elementary_mathematics_row_227,1.0279151
mmlu_elementary_mathematics_row_228,0.54476553
mmlu_elementary_mathematics_row_229,2.0191114
mmlu_elementary_mathematics_row_230,2.3241248
mmlu_elementary_mathematics_row_231,0.019498896
mmlu_elementary_mathematics_row_232,2.952
mmlu_elementary_mathematics_row_233,2.872843
mmlu_elementary_mathematics_row_234,2.513568
mmlu_elementary_mathematics_row_235,1.7446489
mmlu_elementary_mathematics_row_236,1.5236503
mmlu_elementary_mathematics_row_237,0.04655925
mmlu_elementary_mathematics_row_238,3.7359025
mmlu_elementary_mathematics_row_239,4.072878
mmlu_elementary_mathematics_row_240,0.5303368
mmlu_elementary_mathematics_row_241,1.2313775
mmlu_elementary_mathematics_row_242,-0.2489189
mmlu_elementary_mathematics_row_243,1.6887782
mmlu_elementary_mathematics_row_244,0.75948185
mmlu_elementary_mathematics_row_245,0.3429776
mmlu_elementary_mathematics_row_246,1.5885758
mmlu_elementary_mathematics_row_247,-0.10798498
mmlu_elementary_mathematics_row_248,2.0509896
mmlu_elementary_mathematics_row_249,-0.4095798
mmlu_elementary_mathematics_row_250,2.0930467
mmlu_elementary_mathematics_row_251,0.04020831
mmlu_elementary_mathematics_row_252,-1.3086333
mmlu_elementary_mathematics_row_253,0.9522802
mmlu_elementary_mathematics_row_254,3.972874
mmlu_elementary_mathematics_row_255,-1.1325078
mmlu_elementary_mathematics_row_256,-1.2292907
mmlu_elementary_mathematics_row_257,-1.2719544
mmlu_elementary_mathematics_row_258,1.332349
mmlu_elementary_mathematics_row_259,1.2506511
mmlu_elementary_mathematics_row_260,0.5055488
mmlu_elementary_mathematics_row_261,2.3743842
mmlu_elementary_mathematics_row_262,1.1256142
mmlu_elementary_mathematics_row_263,1.4295359
mmlu_elementary_mathematics_row_264,1.9457983
mmlu_elementary_mathematics_row_265,1.7196128
mmlu_elementary_mathematics_row_266,3.4517026
mmlu_elementary_mathematics_row_267,0.6761653
mmlu_elementary_mathematics_row_268,1.670906
mmlu_elementary_mathematics_row_269,-0.23220298
mmlu_elementary_mathematics_row_270,-0.9236188
mmlu_elementary_mathematics_row_271,0.56063855
mmlu_elementary_mathematics_row_272,1.4998112
mmlu_elementary_mathematics_row_273,1.6547765
mmlu_elementary_mathematics_row_274,-1.5033543
mmlu_elementary_mathematics_row_275,-0.47344285
mmlu_elementary_mathematics_row_276,3.2144487
mmlu_elementary_mathematics_row_277,1.2672815
mmlu_elementary_mathematics_row_278,-1.5591698
mmlu_elementary_mathematics_row_279,-0.15335898
mmlu_elementary_mathematics_row_280,1.0959674
mmlu_elementary_mathematics_row_281,-0.57636696
mmlu_elementary_mathematics_row_282,0.2456847
mmlu_elementary_mathematics_row_283,0.9676717
mmlu_elementary_mathematics_row_284,2.5080476
mmlu_elementary_mathematics_row_285,0.48160484
mmlu_elementary_mathematics_row_286,0.46980852
mmlu_elementary_mathematics_row_287,-0.8356259
mmlu_elementary_mathematics_row_288,2.2196238
mmlu_elementary_mathematics_row_289,2.7768996
mmlu_elementary_mathematics_row_290,-0.8295729
mmlu_elementary_mathematics_row_291,0.9934035
mmlu_elementary_mathematics_row_292,-2.427709
mmlu_elementary_mathematics_row_293,0.22001581
mmlu_elementary_mathematics_row_294,1.8945788
mmlu_elementary_mathematics_row_295,1.286769
mmlu_elementary_mathematics_row_296,-0.24484214
mmlu_elementary_mathematics_row_297,-0.6133154
mmlu_elementary_mathematics_row_298,0.6895836
mmlu_elementary_mathematics_row_299,0.6392335
mmlu_elementary_mathematics_row_300,0.9562363
mmlu_elementary_mathematics_row_301,1.2414454
mmlu_elementary_mathematics_row_302,1.203718
mmlu_elementary_mathematics_row_303,0.8573699
mmlu_elementary_mathematics_row_304,1.9355226
mmlu_elementary_mathematics_row_305,-0.56332356
mmlu_elementary_mathematics_row_306,1.2164624
mmlu_elementary_mathematics_row_307,0.7585118
mmlu_elementary_mathematics_row_308,1.0144757
mmlu_elementary_mathematics_row_309,1.2313861
mmlu_elementary_mathematics_row_310,2.390804
mmlu_elementary_mathematics_row_311,2.8955576
mmlu_elementary_mathematics_row_312,0.670199
mmlu_elementary_mathematics_row_313,0.6546626
mmlu_elementary_mathematics_row_314,0.5267914
mmlu_elementary_mathematics_row_315,1.1929109
mmlu_elementary_mathematics_row_316,0.22688113
mmlu_elementary_mathematics_row_317,1.4751804
mmlu_elementary_mathematics_row_318,1.4169213
mmlu_elementary_mathematics_row_319,0.95620096
mmlu_elementary_mathematics_row_320,0.5796627
mmlu_elementary_mathematics_row_321,-1.5295116
mmlu_elementary_mathematics_row_322,-0.5448664
mmlu_elementary_mathematics_row_323,-0.25413552
mmlu_elementary_mathematics_row_324,0.96683496
mmlu_elementary_mathematics_row_325,-1.8901434
mmlu_elementary_mathematics_row_326,1.0551949
mmlu_elementary_mathematics_row_327,3.4682944
mmlu_elementary_mathematics_row_328,0.33001804
mmlu_elementary_mathematics_row_329,1.8719413
mmlu_elementary_mathematics_row_330,0.9015875
mmlu_elementary_mathematics_row_331,0.67135143
mmlu_elementary_mathematics_row_332,0.5071132
mmlu_elementary_mathematics_row_333,1.6346486
mmlu_elementary_mathematics_row_334,0.6993536
mmlu_elementary_mathematics_row_335,-1.4248247
mmlu_elementary_mathematics_row_336,-0.018728744
mmlu_elementary_mathematics_row_337,-2.1167858
mmlu_elementary_mathematics_row_338,2.1739058
mmlu_elementary_mathematics_row_339,2.1156
mmlu_elementary_mathematics_row_340,1.522705
mmlu_elementary_mathematics_row_341,0.49324626
mmlu_elementary_mathematics_row_342,2.3270373
mmlu_elementary_mathematics_row_343,3.6273594
mmlu_elementary_mathematics_row_344,-0.39700404
mmlu_elementary_mathematics_row_345,0.81733954
mmlu_elementary_mathematics_row_346,0.7199107
mmlu_elementary_mathematics_row_347,-2.4727561
mmlu_elementary_mathematics_row_348,2.0691156
mmlu_elementary_mathematics_row_349,1.7783352
mmlu_elementary_mathematics_row_350,0.61113083
mmlu_elementary_mathematics_row_351,3.0828664
mmlu_elementary_mathematics_row_352,1.2169744
mmlu_elementary_mathematics_row_353,1.3957984
mmlu_elementary_mathematics_row_354,0.69123614
mmlu_elementary_mathematics_row_355,0.07125496
mmlu_elementary_mathematics_row_356,-1.5956743
mmlu_elementary_mathematics_row_357,-2.040014
mmlu_elementary_mathematics_row_358,-0.060339328
mmlu_elementary_mathematics_row_359,1.9395772
mmlu_elementary_mathematics_row_360,0.9570051
mmlu_elementary_mathematics_row_361,1.9406841
mmlu_elementary_mathematics_row_362,0.50119644
mmlu_elementary_mathematics_row_363,1.6933008
mmlu_elementary_mathematics_row_364,1.9763336
mmlu_elementary_mathematics_row_365,1.268365
mmlu_elementary_mathematics_row_366,-1.4929677
mmlu_elementary_mathematics_row_367,-0.65028965
mmlu_elementary_mathematics_row_368,-2.057274
mmlu_elementary_mathematics_row_369,0.72670835
mmlu_elementary_mathematics_row_370,1.8912934
mmlu_elementary_mathematics_row_371,1.0603975
mmlu_elementary_mathematics_row_372,2.1481485
mmlu_elementary_mathematics_row_373,1.4690255
mmlu_elementary_mathematics_row_374,1.2489662
mmlu_elementary_mathematics_row_375,3.2873046
mmlu_elementary_mathematics_row_376,0.45718914
mmlu_elementary_mathematics_row_377,-1.4321644
mmlu_formal_logic_row_0,-0.7900253
mmlu_formal_logic_row_1,0.5585515
mmlu_formal_logic_row_2,2.327347
mmlu_formal_logic_row_3,2.9075363
mmlu_formal_logic_row_4,3.3343863
mmlu_formal_logic_row_5,-0.2624306
mmlu_formal_logic_row_6,3.225267
mmlu_formal_logic_row_7,-2.1635673
mmlu_formal_logic_row_8,2.2486634
mmlu_formal_logic_row_9,-1.6948096
mmlu_formal_logic_row_10,-1.3388207
